statusId,sensorName,timestamp,x,y,z
4,accelerometer-kx023,1560900618567000000,0.19153613,2.72939,9.289502
4,accelerometer-kx023,1560900618572000000,0.21068975,2.7868507,9.174581
4,accelerometer-kx023,1560900618578000000,0.2681506,2.8538885,9.021352
4,accelerometer-kx023,1560900618583000000,0.30645782,2.920926,8.944737
4,accelerometer-kx023,1560900618588000000,0.39264908,2.9496565,8.992621
4,accelerometer-kx023,1560900618592000000,0.4405331,3.0262709,9.069236
4,accelerometer-kx023,1560900618597000000,0.45010993,2.9879637,9.069236
4,accelerometer-kx023,1560900618602000000,0.49799395,2.96881,9.165004
4,accelerometer-kx023,1560900618607000000,0.49799395,2.8443117,9.260772
4,accelerometer-kx023,1560900618613000000,0.50757074,2.834735,9.375694
4,accelerometer-kx023,1560900618618000000,0.46926352,2.825158,9.5385
4,accelerometer-kx023,1560900618623000000,0.40222588,2.8060043,9.605537
4,accelerometer-kx023,1560900618627000000,0.31603462,2.815581,9.634268
4,accelerometer-kx023,1560900618632000000,0.32561144,2.767697,9.662998
4,accelerometer-kx023,1560900618637000000,0.2873042,2.7485435,9.739613
4,accelerometer-kx023,1560900618642000000,0.23942018,2.6910827,9.739613
4,accelerometer-kx023,1560900618648000000,0.20111294,2.7006595,9.720459
4,accelerometer-kx023,1560900618653000000,0.23942018,2.6719291,9.643845
4,accelerometer-kx023,1560900618658000000,0.17238252,2.6623523,9.643845
4,accelerometer-kx023,1560900618662000000,0.25857377,2.719813,9.557653
4,accelerometer-kx023,1560900618667000000,0.2777274,2.719813,9.414001
4,accelerometer-kx023,1560900618672000000,0.33518824,2.8443117,9.414001
4,accelerometer-kx023,1560900618678000000,0.33518824,2.8538885,9.299079
4,accelerometer-kx023,1560900618683000000,0.37349546,2.834735,9.251195
4,accelerometer-kx023,1560900618688000000,0.4405331,2.9017725,9.203311
4,accelerometer-kx023,1560900618693000000,0.4309563,2.8060043,9.232041
4,accelerometer-kx023,1560900618697000000,0.4309563,2.834735,9.260772
4,accelerometer-kx023,1560900618702000000,0.46926352,2.834735,9.270349
4,accelerometer-kx023,1560900618707000000,0.49799395,2.7868507,9.337387
4,accelerometer-kx023,1560900618712000000,0.4309563,2.767697,9.289502
4,accelerometer-kx023,1560900618718000000,0.4405331,2.681506,9.461885
4,accelerometer-kx023,1560900618723000000,0.37349546,2.7581203,9.442732
4,accelerometer-kx023,1560900618727000000,0.2777274,2.6623523,9.500193
4,accelerometer-kx023,1560900618732000000,0.2873042,2.681506,9.481039
4,accelerometer-kx023,1560900618737000000,0.2873042,2.681506,9.481039
4,accelerometer-kx023,1560900618743000000,0.2873042,2.681506,9.481039
4,accelerometer-kx023,1560900618748000000,0.32561144,2.7102363,9.481039
4,accelerometer-kx023,1560900618753000000,0.32561144,2.7102363,9.481039
4,accelerometer-kx023,1560900618757000000,0.38307226,2.7102363,9.385271
4,accelerometer-kx023,1560900618762000000,0.51714754,2.6048915,9.270349
4,accelerometer-kx023,1560900618767000000,0.60333884,2.633622,9.222465
4,accelerometer-kx023,1560900618772000000,0.6991069,2.585738,9.11712
4,accelerometer-kx023,1560900618778000000,0.7374141,2.6048915,8.963891
4,accelerometer-kx023,1560900618783000000,0.7469909,2.585738,8.839393
4,accelerometer-kx023,1560900618788000000,0.7086837,2.5570073,8.973468
4,accelerometer-kx023,1560900618793000000,0.7086837,2.4516625,8.848969
4,accelerometer-kx023,1560900618797000000,0.7086837,2.3750482,8.810662
4,accelerometer-kx023,1560900618802000000,0.7661445,2.3558946,8.810662
4,accelerometer-kx023,1560900618807000000,0.842759,2.2409728,8.734048
4,accelerometer-kx023,1560900618812000000,0.93852705,2.2409728,8.63828
4,accelerometer-kx023,1560900618818000000,1.0247183,2.2122424,8.494628
4,accelerometer-kx023,1560900618823000000,1.1300632,2.1643584,8.303091
4,accelerometer-kx023,1560900618827000000,1.292869,2.1068976,8.197746
4,accelerometer-kx023,1560900618832000000,1.4748282,2.2026656,8.2169
4,accelerometer-kx023,1560900618837000000,1.6950948,2.1739352,8.015787
4,accelerometer-kx023,1560900618843000000,1.8770541,2.1452048,7.881712
4,accelerometer-kx023,1560900618848000000,2.0494366,2.1643584,7.872135
4,accelerometer-kx023,1560900618853000000,2.0111294,2.2505496,7.881712
4,accelerometer-kx023,1560900618857000000,1.8579005,2.4612393,7.833828
4,accelerometer-kx023,1560900618862000000,1.541866,2.72939,7.9966335
4,accelerometer-kx023,1560900618867000000,0.6991069,3.7924154,8.264784
4,accelerometer-kx023,1560900618872000000,1.6472107,3.41892,9.050082
4,accelerometer-kx023,1560900618878000000,1.091756,2.5953147,8.992621
4,accelerometer-kx023,1560900618883000000,-3.5051112,-0.009576807,8.130709
4,accelerometer-kx023,1560900618888000000,-1.6376339,1.9728222,6.8282633
4,accelerometer-kx023,1560900618892000000,-0.62249243,2.9496565,7.575254
4,accelerometer-kx023,1560900618897000000,0.31603462,3.323152,8.236053
4,accelerometer-kx023,1560900618902000000,3.4859576,-0.49799395,5.8705826
4,accelerometer-kx023,1560900618907000000,7.192182,-2.480393,4.8267107
4,accelerometer-kx023,1560900618913000000,6.579266,-1.934515,3.4763808
4,accelerometer-kx023,1560900618918000000,6.4068837,-0.60333884,3.5242648
4,accelerometer-kx023,1560900618923000000,5.544971,1.13964,4.3957543
4,accelerometer-kx023,1560900618927000000,4.6255975,2.4229321,5.2289367
4,accelerometer-kx023,1560900618932000000,3.6966474,3.4572272,7.0485296
4,accelerometer-kx023,1560900618937000000,2.719813,3.9073372,9.624691
4,accelerometer-kx023,1560900618942000000,1.8195933,3.5913026,11.013328
4,accelerometer-kx023,1560900618948000000,1.3120226,2.96881,11.434708
4,accelerometer-kx023,1560900618953000000,0.8810662,2.2218192,11.434708
4,accelerometer-kx023,1560900618957000000,0.90021986,1.6472107,11.990162
4,accelerometer-kx023,1560900618962000000,1.1587936,1.8291701,12.995727
4,accelerometer-kx023,1560900618967000000,1.8483237,2.0111294,12.698846
4,accelerometer-kx023,1560900618972000000,2.1739352,2.030283,12.459426
4,accelerometer-kx023,1560900618978000000,2.3558946,1.4939818,12.287044
4,accelerometer-kx023,1560900618983000000,2.3558946,0.89064306,11.789049
4,accelerometer-kx023,1560900618987000000,1.1875241,0.63206923,10.601525
4,accelerometer-kx023,1560900618992000000,0.47884035,0.7278373,8.6574335
4,accelerometer-kx023,1560900618997000000,2.2888567,-0.47884035,9.346964
4,accelerometer-kx023,1560900619002000000,2.8538885,-0.45968673,11.176133
4,accelerometer-kx023,1560900619008000000,2.4995465,-0.1436521,12.334928
4,accelerometer-kx023,1560900619013000000,2.2505496,0.5267244,13.608643
4,accelerometer-kx023,1560900619018000000,1.2641385,1.043872,12.708423
4,accelerometer-kx023,1560900619022000000,0.45968673,1.4652514,11.616667
4,accelerometer-kx023,1560900619027000000,0.51714754,1.484405,10.6877165
4,accelerometer-kx023,1560900619032000000,0.36391866,1.1875241,10.180145
4,accelerometer-kx023,1560900619038000000,0.10534488,0.24899697,9.969456
4,accelerometer-kx023,1560900619043000000,-0.02873042,0.05746084,9.854534
4,accelerometer-kx023,1560900619048000000,0.047884032,0.2873042,9.653421
4,accelerometer-kx023,1560900619053000000,0.58418524,0.4309563,9.165004
4,accelerometer-kx023,1560900619057000000,1.3982137,0.59376204,8.456321
4,accelerometer-kx023,1560900619062000000,2.2601264,0.7278373,8.082825
4,accelerometer-kx023,1560900619067000000,2.6910827,0.78529817,8.197746
4,accelerometer-kx023,1560900619072000000,2.815581,0.90021986,8.303091
4,accelerometer-kx023,1560900619078000000,2.5474305,0.842759,8.580819
4,accelerometer-kx023,1560900619083000000,2.3463178,1.0247183,8.283937
4,accelerometer-kx023,1560900619087000000,2.336741,0.9864111,8.0445175
4,accelerometer-kx023,1560900619092000000,2.3080103,1.2354081,6.655881
4,accelerometer-kx023,1560900619097000000,2.183512,1.292869,6.6079965
4,accelerometer-kx023,1560900619102000000,2.0973208,1.2162545,6.4547677
4,accelerometer-kx023,1560900619108000000,2.1643584,0.9864111,7.297527
4,accelerometer-kx023,1560900619113000000,2.4229321,0.30645782,8.686164
4,accelerometer-kx023,1560900619117000000,2.27928,-0.41180268,10.151415
4,accelerometer-kx023,1560900619122000000,0.2777274,-0.10534488,10.754754
4,accelerometer-kx023,1560900619127000000,-1.1013328,-0.5746084,12.028469
4,accelerometer-kx023,1560900619132000000,-3.2752678,-1.091756,12.449849
4,accelerometer-kx023,1560900619138000000,-6.033388,-2.336741,12.325351
4,accelerometer-kx023,1560900619143000000,-7.4028716,-3.122039,10.70687
4,accelerometer-kx023,1560900619148000000,-7.297527,-3.3135753,9.11712
4,accelerometer-kx023,1560900619153000000,-6.0621185,-2.9113493,7.929596
4,accelerometer-kx023,1560900619157000000,-5.1140146,-2.5091233,7.1730285
4,accelerometer-kx023,1560900619162000000,-4.4723687,-3.2944214,5.554548
4,accelerometer-kx023,1560900619167000000,-2.9017725,-5.6790466,6.253655
4,accelerometer-kx023,1560900619173000000,-3.0358477,-4.3957543,8.169016
4,accelerometer-kx023,1560900619178000000,-2.5570073,-2.336741,8.504205
4,accelerometer-kx023,1560900619183000000,-3.1124623,0.047884032,8.207323
4,accelerometer-kx023,1560900619187000000,-4.951209,1.8100165,7.067683
4,accelerometer-kx023,1560900619192000000,-7.1251445,2.27928,6.655881
4,accelerometer-kx023,1560900619197000000,-9.203311,1.7621324,6.8665705
4,accelerometer-kx023,1560900619202000000,-11.36767,0.59376204,7.785944
4,accelerometer-kx023,1560900619208000000,-11.444284,-1.2449849,8.743625
4,accelerometer-kx023,1560900619213000000,-10.400413,-2.2026656,7.4507556
4,accelerometer-kx023,1560900619217000000,-9.739613,-1.1587936,7.6231384
4,accelerometer-kx023,1560900619222000000,-9.241618,-1.3982137,7.8625584
4,accelerometer-kx023,1560900619227000000,-6.588843,-2.1643584,6.991069
4,accelerometer-kx023,1560900619232000000,-6.588843,-2.1643584,6.991069
4,accelerometer-kx023,1560900619238000000,-4.414908,-3.916914,7.3071036
4,accelerometer-kx023,1560900619243000000,-3.763685,-5.650316,7.565677
4,accelerometer-kx023,1560900619248000000,-2.7868507,-6.6750345,11.118672
4,accelerometer-kx023,1560900619252000000,-0.78529817,-7.1251445,12.334928
4,accelerometer-kx023,1560900619257000000,-0.1436521,-6.5218053,10.716447
4,accelerometer-kx023,1560900619262000000,-1.2258313,-4.8362875,9.452309
4,accelerometer-kx023,1560900619267000000,-2.528277,-3.1986535,8.418014
4,accelerometer-kx023,1560900619273000000,-3.6008794,-2.2505496,6.742072
4,accelerometer-kx023,1560900619278000000,-4.0222588,-2.4037786,5.861006
4,accelerometer-kx023,1560900619283000000,-4.1276035,-3.6296098,5.9280434
4,accelerometer-kx023,1560900619287000000,-4.663905,-4.951209,5.9280434
4,accelerometer-kx023,1560900619292000000,-5.0661306,-5.9759274,6.1770406
4,accelerometer-kx023,1560900619297000000,-5.4683566,-5.9759274,6.2823853
