,acc_phone_x,acc_phone_y,acc_phone_z,gyr_phone_x,gyr_phone_y,gyr_phone_z,mag_phone_x,mag_phone_y,mag_phone_z
1970-01-01 00:26:00.899183499,-0.87089688110418684,-4.0339151594461304,1.1762893792701037,153.896900074,44.0258807069,-6.59693362465,-0.144744561426,11.3470420816,-1.78477199214
