statusId,sensorName,value,timestamp
2,4,orientation,"[323.33,-21.56,-0.47]",1560899183504
6,4,orientation,"[322.77,-21.42,-0.39]",1560899183515
10,4,orientation,"[322.16,-21.3,-0.28]",1560899183524
14,4,orientation,"[321.52,-21.14,-0.14999999]",1560899183534
18,4,orientation,"[320.85,-20.939999,-0.02]",1560899183545
22,4,orientation,"[320.19,-20.73,0.099999994]",1560899183555
26,4,orientation,"[319.57,-20.49,0.19999999]",1560899183564
30,4,orientation,"[318.96,-20.23,0.26999998]",1560899183574
34,4,orientation,"[318.36,-19.97,0.35]",1560899183585
38,4,orientation,"[317.82,-19.72,0.42999998]",1560899183594
42,4,orientation,"[317.35,-19.51,0.53999996]",1560899183604
46,4,orientation,"[316.9,-19.34,0.65]",1560899183615
50,4,orientation,"[316.4,-19.16,0.77]",1560899183624
54,4,orientation,"[315.88998,-18.96,0.89]",1560899183634
58,4,orientation,"[315.34,-18.74,1.01]",1560899183645
62,4,orientation,"[314.83,-18.51,1.11]",1560899183655
67,4,orientation,"[314.31,-18.27,1.2099999]",1560899183664
68,4,orientation,"[313.78,-18.08,1.29]",1560899183674
75,4,orientation,"[313.12,-17.85,1.41]",1560899183685
78,4,orientation,"[312.49,-17.6,1.55]",1560899183694
82,4,orientation,"[311.81,-17.35,1.74]",1560899183704
86,4,orientation,"[311.18,-17.119999,1.9399999]",1560899183715
90,4,orientation,"[310.53,-16.859999,2.12]",1560899183724
94,4,orientation,"[309.77,-16.58,2.36]",1560899183734
98,4,orientation,"[309.06,-16.33,2.6299999]",1560899183745
102,4,orientation,"[308.71,-16.25,2.86]",1560899183755
106,4,orientation,"[308.55,-16.13,3.1499999]",1560899183764
110,4,orientation,"[308.25,-16.01,3.51]",1560899183775
114,4,orientation,"[308.00998,-15.92,3.8999999]",1560899183785
118,4,orientation,"[308.11,-15.99,4.17]",1560899183794
122,4,orientation,"[308.36,-16.17,4.48]",1560899183804
126,4,orientation,"[308.88998,-15.62,3.58]",1560899183815
130,4,orientation,"[309.74,-15.83,3.3999999]",1560899183824
134,4,orientation,"[308.19,-15.32,4.29]",1560899183834
138,4,orientation,"[305.27,-14.559999,6.06]",1560899183845
142,4,orientation,"[303.83,-14.46,7.5899997]",1560899183854
146,4,orientation,"[303.65,-14.7699995,8.54]",1560899183864
150,4,orientation,"[303.78,-14.849999,8.82]",1560899183875
154,4,orientation,"[303.53998,-14.549999,8.849999]",1560899183885
158,4,orientation,"[303.02,-14.07,8.9]",1560899183894
162,4,orientation,"[302.43,-13.7,9.25]",1560899183905
166,4,orientation,"[301.44998,-13.11,9.69]",1560899183915
170,4,orientation,"[301.12,-12.67,9.79]",1560899183924
174,4,orientation,"[299.66998,-11.78,10.38]",1560899183934
178,4,orientation,"[298.8,-11.05,10.63]",1560899183945
182,4,orientation,"[298.87,-10.65,10.469999]",1560899183954
186,4,orientation,"[298.97998,-10.25,10.33]",1560899183964
190,4,orientation,"[298.8,-9.62,10.13]",1560899183975
194,4,orientation,"[298.78,-9.139999,10.08]",1560899183984
198,4,orientation,"[298.65,-8.79,10.429999]",1560899183994
202,4,orientation,"[298.52,-8.48,10.849999]",1560899184005
206,4,orientation,"[298.57,-8.179999,11.059999]",1560899184015
210,4,orientation,"[298.88,-8.0,11.23]",1560899184024
214,4,orientation,"[299.18,-7.79,11.32]",1560899184034
218,4,orientation,"[298.57,-7.17,11.5199995]",1560899184045
222,4,orientation,"[297.88,-6.24,11.13]",1560899184054
226,4,orientation,"[297.86,-5.8599997,10.98]",1560899184064
230,4,orientation,"[296.91998,-4.31,9.2699995]",1560899184075
234,4,orientation,"[298.35,-3.6999998,6.94]",1560899184084
238,4,orientation,"[300.9,-3.34,4.27]",1560899184094
242,4,orientation,"[300.35,-1.99,2.19]",1560899184105
246,4,orientation,"[300.22,-1.18,0.58]",1560899184114
250,4,orientation,"[302.06,-0.89,-1.53]",1560899184124
254,4,orientation,"[305.37,-0.5,-4.52]",1560899184135
258,4,orientation,"[307.22,0.48,-7.46]",1560899184145
262,4,orientation,"[309.88,1.35,-10.429999]",1560899184154
263,4,orientation,"[311.56,2.1699998,-12.87]",1560899184164
270,4,orientation,"[304.78998,3.84,-13.95]",1560899184175
274,4,orientation,"[296.41998,5.5299997,-14.73]",1560899184184
278,4,orientation,"[289.91998,7.04,-15.799999]",1560899184194
282,4,orientation,"[286.21,8.179999,-17.1]",1560899184205
286,4,orientation,"[281.54,9.639999,-18.47]",1560899184214
290,4,orientation,"[275.88,11.45,-19.91]",1560899184224
294,4,orientation,"[271.38,13.179999,-21.4]",1560899184235
298,4,orientation,"[267.75,14.91,-22.3]",1560899184245
302,4,orientation,"[262.68,17.199999,-23.92]",1560899184254
306,4,orientation,"[258.02,19.8,-24.98]",1560899184264
310,4,orientation,"[256.11,22.13,-25.24]",1560899184275
314,4,orientation,"[256.44998,24.01,-25.05]",1560899184284
318,4,orientation,"[257.83,25.43,-25.01]",1560899184294
322,4,orientation,"[259.36,26.75,-24.83]",1560899184305
326,4,orientation,"[261.03,27.91,-24.49]",1560899184314
330,4,orientation,"[263.53,28.55,-23.65]",1560899184324
334,4,orientation,"[266.21,28.779999,-23.14]",1560899184335
338,4,orientation,"[269.18,28.59,-23.05]",1560899184344
342,4,orientation,"[272.07,28.369999,-23.89]",1560899184354
346,4,orientation,"[273.91998,28.82,-24.64]",1560899184365
350,4,orientation,"[275.85,29.09,-24.32]",1560899184375
354,4,orientation,"[279.54,27.68,-22.05]",1560899184384
358,4,orientation,"[283.97998,25.4,-20.439999]",1560899184395
362,4,orientation,"[287.49,23.769999,-19.369999]",1560899184405
366,4,orientation,"[290.91,22.039999,-18.46]",1560899184414
370,4,orientation,"[294.66998,19.89,-17.88]",1560899184425
374,4,orientation,"[298.22998,18.289999,-18.119999]",1560899184435
378,4,orientation,"[301.22,17.32,-18.49]",1560899184444
382,4,orientation,"[303.18,17.05,-18.42]",1560899184454
386,4,orientation,"[305.16998,16.67,-18.4]",1560899184465
390,4,orientation,"[307.53,15.799999,-18.5]",1560899184474
394,4,orientation,"[309.43,15.089999,-18.369999]",1560899184484
398,4,orientation,"[311.11,14.58,-18.279999]",1560899184494
402,4,orientation,"[312.68,13.61,-17.92]",1560899184505
406,4,orientation,"[315.25,12.349999,-18.67]",1560899184515
410,4,orientation,"[316.94998,11.94,-19.199999]",1560899184524
414,4,orientation,"[319.34,11.58,-20.619999]",1560899184534
418,4,orientation,"[321.58,11.7699995,-22.199999]",1560899184544
422,4,orientation,"[324.07,12.15,-24.13]",1560899184555
426,4,orientation,"[325.15,13.04,-25.06]",1560899184565
430,4,orientation,"[324.74,13.83,-24.91]",1560899184575
434,4,orientation,"[324.22998,13.94,-24.67]",1560899184584
438,4,orientation,"[324.03,13.639999,-24.8]",1560899184594
442,4,orientation,"[323.25,13.75,-24.8]",1560899184604
446,4,orientation,"[321.18,14.599999,-24.13]",1560899184615
450,4,orientation,"[318.75,15.38,-23.34]",1560899184625
454,4,orientation,"[316.8,17.289999,-23.789999]",1560899184634
458,4,orientation,"[313.94,19.82,-24.15]",1560899184644
462,4,orientation,"[310.43,22.269999,-24.33]",1560899184654
465,4,orientation,"[305.41,25.26,-23.97]",1560899184665
466,4,orientation,"[299.9,28.42,-23.9]",1560899184675
475,4,orientation,"[294.77,30.949999,-23.82]",1560899184684
478,4,orientation,"[290.57,32.23,-23.21]",1560899184694
482,4,orientation,"[287.41998,32.559998,-22.269999]",1560899184704
486,4,orientation,"[285.13998,32.1,-20.93]",1560899184715
490,4,orientation,"[283.16,31.42,-19.449999]",1560899184725
494,4,orientation,"[281.22998,31.199999,-19.109999]",1560899184734
498,4,orientation,"[278.0,32.57,-19.9]",1560899184744
502,4,orientation,"[273.99,34.719997,-21.63]",1560899184754
506,4,orientation,"[269.24,37.3,-22.96]",1560899184765
510,4,orientation,"[265.34,38.8,-25.039999]",1560899184775
514,4,orientation,"[261.88,40.11,-25.029999]",1560899184785
518,4,orientation,"[259.50998,40.62,-24.63]",1560899184794
522,4,orientation,"[258.46,40.129997,-23.15]",1560899184804
526,4,orientation,"[258.25998,38.239998,-23.109999]",1560899184814
530,4,orientation,"[258.46,35.71,-23.869999]",1560899184825
534,4,orientation,"[258.0,34.16,-23.88]",1560899184835
538,4,orientation,"[257.31,33.329998,-22.76]",1560899184844
542,4,orientation,"[256.91,32.27,-21.71]",1560899184854
546,4,orientation,"[256.93,30.34,-21.97]",1560899184864
550,4,orientation,"[256.63998,28.76,-22.359999]",1560899184875
554,4,orientation,"[256.86,26.83,-22.64]",1560899184885
558,4,orientation,"[257.07,25.05,-22.74]",1560899184894
562,4,orientation,"[257.31,23.42,-22.519999]",1560899184904
566,4,orientation,"[257.74,21.449999,-23.16]",1560899184914
570,4,orientation,"[258.34,19.51,-23.869999]",1560899184925
574,4,orientation,"[258.97998,17.56,-24.72]",1560899184935
578,4,orientation,"[256.8,18.13,-24.939999]",1560899184944
582,4,orientation,"[254.81999,18.51,-25.3]",1560899184954
586,4,orientation,"[252.43999,18.89,-26.31]",1560899184964
590,4,orientation,"[249.59999,19.859999,-26.779999]",1560899184974
594,4,orientation,"[248.29,20.25,-26.16]",1560899184985
598,4,orientation,"[249.4,18.949999,-25.23]",1560899184995
602,4,orientation,"[250.79,17.9,-23.38]",1560899185004
606,4,orientation,"[252.76,16.869999,-20.21]",1560899185014
610,4,orientation,"[254.09,16.24,-16.779999]",1560899185024
614,4,orientation,"[255.06999,15.46,-14.219999]",1560899185035
618,4,orientation,"[255.68,14.71,-12.34]",1560899185045
622,4,orientation,"[255.53,14.4,-11.5]",1560899185054
626,4,orientation,"[255.34999,13.86,-11.62]",1560899185064
630,4,orientation,"[254.0,13.61,-14.28]",1560899185074
634,4,orientation,"[252.22,13.48,-17.24]",1560899185085
638,4,orientation,"[250.29999,13.29,-20.15]",1560899185095
642,4,orientation,"[248.37,13.139999,-22.56]",1560899185104
646,4,orientation,"[247.04,13.0,-23.949999]",1560899185114
650,4,orientation,"[246.5,12.719999,-24.56]",1560899185124
654,4,orientation,"[246.11,12.599999,-24.85]",1560899185135
658,4,orientation,"[244.68999,13.259999,-25.439999]",1560899185145
662,4,orientation,"[242.51999,14.009999,-26.92]",1560899185155
663,4,orientation,"[239.84,14.969999,-28.66]",1560899185164
670,4,orientation,"[236.89,16.24,-30.349998]",1560899185174
674,4,orientation,"[233.18,18.039999,-32.28]",1560899185184
678,4,orientation,"[231.93,17.859999,-33.82]",1560899185195
682,4,orientation,"[231.03,18.109999,-34.92]",1560899185205
686,4,orientation,"[231.08,18.699999,-35.3]",1560899185214
690,4,orientation,"[231.22,18.88,-36.02]",1560899185224
694,4,orientation,"[230.92,19.14,-37.11]",1560899185234
698,4,orientation,"[231.39,18.81,-38.21]",1560899185245
702,4,orientation,"[233.62999,17.539999,-39.01]",1560899185255
706,4,orientation,"[235.73999,16.52,-40.02]",1560899185264
710,4,orientation,"[236.45999,16.109999,-41.71]",1560899185274
714,4,orientation,"[236.31,16.27,-43.66]",1560899185284
718,4,orientation,"[237.65999,16.08,-45.239998]",1560899185295
722,4,orientation,"[242.65999,15.219999,-45.48]",1560899185305
726,4,orientation,"[249.37999,14.17,-44.57]",1560899185314
730,4,orientation,"[255.68,13.24,-42.629997]",1560899185324
734,4,orientation,"[260.05,12.61,-40.86]",1560899185334
738,4,orientation,"[262.75998,12.75,-38.829998]",1560899185345
742,4,orientation,"[264.24,13.639999,-36.899998]",1560899185355
746,4,orientation,"[264.88998,15.099999,-36.55]",1560899185365
750,4,orientation,"[264.19998,18.42,-37.559998]",1560899185374
754,4,orientation,"[263.31,22.32,-39.16]",1560899185384
758,4,orientation,"[263.24,25.15,-41.3]",1560899185394
762,4,orientation,"[263.82,27.49,-42.52]",1560899185405
766,4,orientation,"[264.62,30.23,-42.11]",1560899185415
770,4,orientation,"[266.24,31.619999,-40.23]",1560899185424
774,4,orientation,"[268.00998,32.38,-36.11]",1560899185434
778,4,orientation,"[269.78,31.98,-31.82]",1560899185445
782,4,orientation,"[271.03,32.43,-29.189999]",1560899185455
786,4,orientation,"[271.87,34.19,-28.199999]",1560899185464
790,4,orientation,"[272.66,36.42,-29.57]",1560899185474
794,4,orientation,"[273.37,39.42,-31.8]",1560899185484
798,4,orientation,"[273.79,43.329998,-32.03]",1560899185494
802,4,orientation,"[273.82,48.539997,-30.81]",1560899185505
806,4,orientation,"[274.03,52.85,-30.47]",1560899185515
810,4,orientation,"[275.06,52.75,-28.119999]",1560899185524
814,4,orientation,"[276.04,52.86,-26.68]",1560899185534
818,4,orientation,"[276.87,53.76,-26.289999]",1560899185544
822,4,orientation,"[277.61,55.3,-27.189999]",1560899185555
826,4,orientation,"[277.94998,57.71,-27.73]",1560899185565
830,4,orientation,"[278.13,60.03,-27.89]",1560899185574
834,4,orientation,"[278.38998,61.59,-28.09]",1560899185584
838,4,orientation,"[279.09,61.949997,-28.88]",1560899185594
842,4,orientation,"[280.46,60.989998,-29.789999]",1560899185605
846,4,orientation,"[282.06,59.42,-29.699999]",1560899185615
850,4,orientation,"[283.49,58.02,-28.89]",1560899185624
854,4,orientation,"[284.75,56.949997,-27.73]",1560899185634
858,4,orientation,"[285.84,56.07,-26.15]",1560899185644
862,4,orientation,"[287.05,55.34,-25.1]",1560899185655
864,4,orientation,"[289.74,53.59,-25.359999]",1560899185665
865,4,orientation,"[292.97,52.399998,-26.619999]",1560899185675
875,4,orientation,"[297.22998,51.34,-28.609999]",1560899185684
878,4,orientation,"[301.27,51.02,-30.09]",1560899185694
882,4,orientation,"[304.16998,51.14,-30.349998]",1560899185704
886,4,orientation,"[306.99,50.93,-30.09]",1560899185715
890,4,orientation,"[307.50998,50.78,-28.199999]",1560899185725
894,4,orientation,"[307.00998,50.21,-25.279999]",1560899185734
898,4,orientation,"[308.41,49.16,-23.5]",1560899185744
902,4,orientation,"[312.19998,47.379997,-23.119999]",1560899185754
906,4,orientation,"[314.62,46.05,-22.26]",1560899185765
910,4,orientation,"[317.72998,46.52,-23.119999]",1560899185775
914,4,orientation,"[321.88998,46.27,-24.09]",1560899185784
918,4,orientation,"[324.91,46.37,-24.58]",1560899185794
922,4,orientation,"[325.65,46.46,-23.99]",1560899185804
926,4,orientation,"[325.61,46.16,-22.939999]",1560899185815
930,4,orientation,"[325.77,45.379997,-21.9]",1560899185824
934,4,orientation,"[326.18,44.489998,-21.05]",1560899185834
938,4,orientation,"[325.68,44.7,-20.27]",1560899185844
942,4,orientation,"[324.28998,45.969997,-19.65]",1560899185855
946,4,orientation,"[322.13998,47.57,-19.01]",1560899185865
950,4,orientation,"[320.82,48.1,-18.31]",1560899185874
954,4,orientation,"[319.27,48.129997,-17.24]",1560899185884
958,4,orientation,"[317.53,48.48,-16.359999]",1560899185894
962,4,orientation,"[313.49,49.969997,-15.12]",1560899185905
966,4,orientation,"[307.66998,51.219997,-12.67]",1560899185915
970,4,orientation,"[300.12,53.649998,-10.309999]",1560899185925
974,4,orientation,"[294.33,55.71,-8.91]",1560899185934
978,4,orientation,"[291.61,56.629997,-8.389999]",1560899185944
982,4,orientation,"[291.32,56.649998,-8.55]",1560899185955
986,4,orientation,"[291.79,56.32,-8.71]",1560899185965
990,4,orientation,"[293.96,55.48,-9.36]",1560899185974
994,4,orientation,"[296.97,54.489998,-10.3]",1560899185984
998,4,orientation,"[299.05,53.84,-10.86]",1560899185994
1002,4,orientation,"[298.9,53.969997,-10.71]",1560899186005
1006,4,orientation,"[298.41998,54.219997,-10.38]",1560899186014
1010,4,orientation,"[298.32,54.219997,-9.79]",1560899186024
1014,4,orientation,"[298.46,54.079998,-9.07]",1560899186034
1018,4,orientation,"[300.35,53.18,-8.66]",1560899186045
1022,4,orientation,"[302.19,52.949997,-9.22]",1560899186054
1026,4,orientation,"[301.36,54.28,-9.84]",1560899186064
1030,4,orientation,"[299.19,56.17,-10.33]",1560899186074
1034,4,orientation,"[297.44,57.879997,-11.05]",1560899186084
1038,4,orientation,"[297.81,58.92,-12.42]",1560899186095
1042,4,orientation,"[299.93,59.28,-13.809999]",1560899186105
1046,4,orientation,"[303.09,59.05,-14.809999]",1560899186114
1050,4,orientation,"[304.35,59.21,-15.15]",1560899186124
1054,4,orientation,"[304.53,59.68,-15.21]",1560899186135
1058,4,orientation,"[304.1,60.37,-15.11]",1560899186144
1062,4,orientation,"[306.03998,59.649998,-14.62]",1560899186154
1067,4,orientation,"[307.68,60.44,-15.66]",1560899186165
1070,4,orientation,"[312.18,59.469997,-16.38]",1560899186174
1074,4,orientation,"[315.3,57.289997,-15.54]",1560899186184
1078,4,orientation,"[313.96,56.85,-13.599999]",1560899186195
1082,4,orientation,"[308.47998,58.41,-10.15]",1560899186205
1086,4,orientation,"[301.82,61.039997,-6.0]",1560899186214
1090,4,orientation,"[297.61,63.69,-3.6899998]",1560899186225
1094,4,orientation,"[294.19998,66.21,-1.78]",1560899186235
1098,4,orientation,"[293.11,67.74,-0.95]",1560899186244
1102,4,orientation,"[293.25998,68.689995,-0.63]",1560899186254
1106,4,orientation,"[292.03,70.54,-0.35999998]",1560899186265
1110,4,orientation,"[291.88,71.729996,-0.29999998]",1560899186274
1114,4,orientation,"[292.75998,72.39,-0.61]",1560899186284
1118,4,orientation,"[293.79,73.03,-1.13]",1560899186295
1122,4,orientation,"[295.41,73.28,-1.48]",1560899186304
1126,4,orientation,"[296.94,73.27,-1.16]",1560899186314
1130,4,orientation,"[298.05,73.14,-0.12]",1560899186325
1134,4,orientation,"[298.38,73.1,1.65]",1560899186335
1138,4,orientation,"[298.43,73.07,3.83]",1560899186344
1142,4,orientation,"[298.77,73.25,5.31]",1560899186355
1146,4,orientation,"[299.65,73.52,5.97]",1560899186365
1150,4,orientation,"[300.47998,74.08,6.15]",1560899186375
1154,4,orientation,"[300.91,74.89,6.33]",1560899186384
1158,4,orientation,"[302.56,74.89,6.5899997]",1560899186394
1162,4,orientation,"[303.43,75.54,6.5]",1560899186405
1166,4,orientation,"[303.5,76.22,7.02]",1560899186414
1170,4,orientation,"[305.02,76.46,6.73]",1560899186424
1174,4,orientation,"[304.65,77.59,6.6299996]",1560899186435
1178,4,orientation,"[304.84,78.299995,6.5699997]",1560899186444
1182,4,orientation,"[306.97998,78.34,5.79]",1560899186454
1186,4,orientation,"[311.38998,77.979996,3.9399998]",1560899186465
1190,4,orientation,"[314.93,77.46,2.9199998]",1560899186475
1194,4,orientation,"[318.27,76.96,1.99]",1560899186484
1198,4,orientation,"[319.69998,77.009995,1.51]",1560899186495
1202,4,orientation,"[319.97,77.34,1.28]",1560899186505
1206,4,orientation,"[320.19998,77.08,1.49]",1560899186515
1210,4,orientation,"[318.41998,77.32,2.18]",1560899186524
1214,4,orientation,"[314.97998,77.84,3.4299998]",1560899186535
1218,4,orientation,"[311.35,78.34,4.8599997]",1560899186544
1222,4,orientation,"[307.19998,79.34,6.0499997]",1560899186554
1226,4,orientation,"[304.47998,80.409996,6.1299996]",1560899186565
1230,4,orientation,"[302.03,81.71,5.49]",1560899186574
1234,4,orientation,"[299.47,83.0,4.73]",1560899186584
1238,4,orientation,"[297.31,83.92,4.08]",1560899186595
1242,4,orientation,"[297.00998,83.83,3.84]",1560899186605
1246,4,orientation,"[298.29,82.84,3.98]",1560899186614
1250,4,orientation,"[299.62,81.77,4.02]",1560899186625
1254,4,orientation,"[300.58,80.84,3.9099998]",1560899186635
1258,4,orientation,"[300.93,80.2,3.6399999]",1560899186644
1262,4,orientation,"[301.0,79.77,3.1799998]",1560899186654
1263,4,orientation,"[301.53998,79.29,2.4199998]",1560899186665
1264,4,orientation,"[301.81,79.02,1.43]",1560899186675
1274,4,orientation,"[301.75998,79.14,0.14]",1560899186684
1278,4,orientation,"[300.41,79.97,-1.36]",1560899186695
1282,4,orientation,"[298.04,81.1,-2.71]",1560899186704
1286,4,orientation,"[295.83,81.83,-3.6599998]",1560899186714
1290,4,orientation,"[294.66,82.03,-4.42]",1560899186725
1294,4,orientation,"[294.04,81.89,-5.04]",1560899186735
1298,4,orientation,"[292.87,81.72,-5.2999997]",1560899186744
1302,4,orientation,"[291.94998,81.369995,-5.35]",1560899186754
1306,4,orientation,"[292.25998,80.61,-5.6]",1560899186765
1310,4,orientation,"[292.91998,79.77,-5.98]",1560899186774
1314,4,orientation,"[293.12,79.1,-6.3999996]",1560899186784
1318,4,orientation,"[292.91998,78.43,-6.5299997]",1560899186795
1322,4,orientation,"[292.72,77.7,-6.47]",1560899186804
1326,4,orientation,"[292.78,76.86,-6.37]",1560899186814
1330,4,orientation,"[293.16,75.89,-6.25]",1560899186825
1334,4,orientation,"[293.54,74.9,-6.17]",1560899186834
1338,4,orientation,"[293.54,74.15,-6.23]",1560899186844
1342,4,orientation,"[292.1,74.119995,-6.39]",1560899186855
1346,4,orientation,"[289.19998,74.81,-6.67]",1560899186864
1350,4,orientation,"[286.24,75.52,-7.02]",1560899186874
1354,4,orientation,"[283.88,75.97,-7.45]",1560899186885
1358,4,orientation,"[282.31,76.049995,-7.83]",1560899186895
1362,4,orientation,"[281.34,75.82,-8.07]",1560899186904
1366,4,orientation,"[279.93,75.729996,-8.059999]",1560899186914
1370,4,orientation,"[279.09,75.47,-8.12]",1560899186925
1374,4,orientation,"[278.35,75.159996,-8.16]",1560899186934
1378,4,orientation,"[278.31,74.58,-8.139999]",1560899186945
1382,4,orientation,"[278.6,73.84,-7.99]",1560899186955
1386,4,orientation,"[278.5,73.27,-7.73]",1560899186964
1390,4,orientation,"[278.1,72.82,-7.41]",1560899186974
1394,4,orientation,"[277.34,72.58,-7.16]",1560899186985
1398,4,orientation,"[276.12,72.58,-6.98]",1560899186995
1402,4,orientation,"[275.11,72.49,-6.83]",1560899187004
1406,4,orientation,"[274.38,72.299995,-6.74]",1560899187014
1410,4,orientation,"[273.50998,72.17,-6.6]",1560899187024
1414,4,orientation,"[272.16998,72.26,-6.1299996]",1560899187035
1418,4,orientation,"[270.66,72.409996,-5.48]",1560899187045
1422,4,orientation,"[269.44998,72.46,-4.91]",1560899187054
1426,4,orientation,"[268.56,72.39,-4.56]",1560899187064
1430,4,orientation,"[267.63,72.33,-4.5]",1560899187074
1434,4,orientation,"[266.52,72.38,-4.56]",1560899187085
1438,4,orientation,"[265.41,72.42,-4.54]",1560899187095
1442,4,orientation,"[264.58,72.35,-4.39]",1560899187104
1446,4,orientation,"[264.05,72.14,-4.22]",1560899187114
1450,4,orientation,"[263.91998,71.76,-4.0699997]",1560899187124
1454,4,orientation,"[264.13,71.25,-3.87]",1560899187135
1458,4,orientation,"[264.44,70.689995,-3.6899998]",1560899187145
1462,4,orientation,"[264.63,70.189995,-3.48]",1560899187154
1467,4,orientation,"[264.44998,69.86,-3.26]",1560899187164
1470,4,orientation,"[263.83,69.77,-2.9299998]",1560899187175
1474,4,orientation,"[262.99,69.79,-2.44]",1560899187185
1478,4,orientation,"[262.12,69.869995,-1.91]",1560899187194
1482,4,orientation,"[261.07,70.04,-1.49]",1560899187204
1486,4,orientation,"[259.72998,70.33,-1.1899999]",1560899187215
1490,4,orientation,"[258.03,70.84,-0.89]",1560899187225
1494,4,orientation,"[256.65,71.24,-0.45999998]",1560899187234
1498,4,orientation,"[256.0,71.31,0.049999997]",1560899187244
1502,4,orientation,"[255.59999,71.26,0.45999998]",1560899187254
1506,4,orientation,"[255.04999,71.28,0.64]",1560899187265
1510,4,orientation,"[254.22,71.36,0.39999998]",1560899187275
1514,4,orientation,"[253.06,71.479996,-0.37]",1560899187284
1518,4,orientation,"[251.93999,71.54,-1.35]",1560899187294
1522,4,orientation,"[251.15999,71.49,-2.11]",1560899187304
1526,4,orientation,"[250.79999,71.35,-2.47]",1560899187315
1530,4,orientation,"[251.01999,71.07,-2.48]",1560899187325
1534,4,orientation,"[251.62,70.67,-2.34]",1560899187334
1538,4,orientation,"[252.26,70.26,-2.22]",1560899187344
1542,4,orientation,"[252.93999,69.84,-2.1599998]",1560899187354
1546,4,orientation,"[253.68999,69.39,-2.19]",1560899187365
1550,4,orientation,"[254.34,68.979996,-2.27]",1560899187375
1554,4,orientation,"[254.47,68.83,-2.48]",1560899187384
1558,4,orientation,"[254.17,68.909996,-2.75]",1560899187394
1562,4,orientation,"[253.54,69.159996,-3.1999998]",1560899187405
1566,4,orientation,"[252.76999,69.47,-3.78]",1560899187415
1570,4,orientation,"[252.09,69.74,-4.45]",1560899187424
1574,4,orientation,"[251.5,69.99,-5.21]",1560899187434
1578,4,orientation,"[251.09999,70.14,-6.0099998]",1560899187444
1582,4,orientation,"[251.12,70.11,-6.81]",1560899187455
1586,4,orientation,"[251.18,70.08,-7.6299996]",1560899187465
1590,4,orientation,"[251.08,70.2,-8.36]",1560899187474
1594,4,orientation,"[250.31,70.619995,-9.0]",1560899187484
1598,4,orientation,"[249.72,71.09,-9.3]",1560899187494
1602,4,orientation,"[249.89,71.35,-9.2699995]",1560899187505
1606,4,orientation,"[250.56,71.409996,-9.0199995]",1560899187515
1610,4,orientation,"[251.36,71.43,-8.7]",1560899187524
1614,4,orientation,"[252.31,71.369995,-8.37]",1560899187534
1618,4,orientation,"[253.37,71.189995,-8.04]",1560899187545
1622,4,orientation,"[254.5,70.92,-7.7]",1560899187555
1626,4,orientation,"[255.65999,70.58,-7.47]",1560899187564
1630,4,orientation,"[256.44,70.35,-7.33]",1560899187574
1634,4,orientation,"[256.63,70.38,-7.2799997]",1560899187584
1638,4,orientation,"[256.56,70.53,-7.3399997]",1560899187595
1642,4,orientation,"[256.41,70.68,-7.49]",1560899187605
1646,4,orientation,"[256.16,70.84,-7.75]",1560899187614
1650,4,orientation,"[255.86,70.979996,-8.07]",1560899187624
1654,4,orientation,"[255.75,70.99,-8.429999]",1560899187635
1658,4,orientation,"[255.87999,70.83,-8.82]",1560899187645
1662,4,orientation,"[256.38,70.479996,-9.08]",1560899187654
1663,4,orientation,"[257.07,70.03,-9.26]",1560899187664
1664,4,orientation,"[257.85,69.52,-9.37]",1560899187674
1674,4,orientation,"[258.78,68.88,-9.54]",1560899187685
1678,4,orientation,"[259.66,68.25,-9.76]",1560899187695
1682,4,orientation,"[260.19998,67.83,-9.96]",1560899187704
1686,4,orientation,"[260.66,67.45,-10.09]",1560899187714
1690,4,orientation,"[261.38998,66.9,-10.24]",1560899187724
1694,4,orientation,"[262.57,66.11,-10.5]",1560899187735
1698,4,orientation,"[263.55,65.4,-11.0199995]",1560899187745
1702,4,orientation,"[264.05,64.96,-11.719999]",1560899187754
1706,4,orientation,"[264.4,64.61,-12.41]",1560899187764
1710,4,orientation,"[265.00998,64.17,-12.95]",1560899187775
1714,4,orientation,"[265.71,63.69,-13.36]",1560899187785
1718,4,orientation,"[266.13998,63.359997,-13.759999]",1560899187795
1722,4,orientation,"[266.31,63.149998,-14.259999]",1560899187804
1726,4,orientation,"[266.21,63.05,-14.83]",1560899187814
1730,4,orientation,"[266.07,62.969997,-15.5199995]",1560899187825
1734,4,orientation,"[266.1,62.82,-16.279999]",1560899187835
1738,4,orientation,"[265.99,62.73,-16.96]",1560899187844
1742,4,orientation,"[265.9,62.64,-17.4]",1560899187854
1746,4,orientation,"[265.91,62.52,-17.64]",1560899187865
1750,4,orientation,"[265.97998,62.379997,-17.76]",1560899187875
1754,4,orientation,"[265.85,62.329998,-17.699999]",1560899187884
1758,4,orientation,"[265.43,62.399998,-17.48]",1560899187894
1762,4,orientation,"[265.00998,62.469997,-17.22]",1560899187904
1766,4,orientation,"[264.91998,62.37,-16.859999]",1560899187915
1770,4,orientation,"[264.68,62.34,-16.63]",1560899187925
1774,4,orientation,"[263.88,62.59,-16.34]",1560899187934
1778,4,orientation,"[262.88998,63.01,-15.83]",1560899187944
1782,4,orientation,"[262.41998,63.21,-15.23]",1560899187954
1786,4,orientation,"[262.79,62.94,-14.679999]",1560899187965
