,acc_phone_x,acc_phone_y,acc_phone_z,gyr_phone_x,gyr_phone_y,gyr_phone_z,mag_phone_x,mag_phone_y,mag_phone_z
2019-06-21 16:39:40.120,0.10201835632325,-0.165739059448125,-0.91692543029812501,-0.000477637941475,-0.0185804421616,-0.036077110918,19.2415161133,17.9012889862,-554.348937988
2019-06-21 16:39:40.370,0.044775826590407145,-0.19865199497754288,-0.93367658342585713,0.143816139322,-0.347915212628,-0.173180648088,21.133492606,19.6206381661,-554.371023995
2019-06-21 16:39:40.620,0.203660964965725,0.010217666625978752,-0.990936279295625,-1.16729672872,0.694242952975,-0.89560219944,20.8032608032,31.4760837555,-553.383171081
2019-06-21 16:39:40.870,0.36666870117185718,0.066419328962039989,-1.0813533238007145,-0.199088335714,-0.173544093485,0.00987127289654,21.8193838937,44.070412772,-544.48009382
2019-06-21 16:39:41.120,0.034227371215872507,0.1192531585693625,-0.93592453002925002,0.109384248479,-0.386068842558,0.260874871427,16.361158371,40.9526939392,-549.996559143
2019-06-21 16:39:41.370,0.37470790318071423,0.27954319545199996,-0.86913190569228582,-1.31261876199,1.9156396592,0.0110822122442,22.0540400914,45.3555167062,-541.831246512
2019-06-21 16:39:41.620,0.75790623256128575,0.66117858886699998,-0.59020560128357147,-2.09278263444,1.65620930537,0.400805591876,31.9072505406,48.4373016358,-517.562962123
2019-06-21 16:39:41.870,0.7279859270365715,0.46994890485507146,-0.22885349818664288,-2.52262014431,1.09281422879,-0.265031894685,35.7112470354,38.0369044713,-497.072753907
2019-06-21 16:39:42.120,0.631944656371625,0.8428401947021249,0.11896324157725001,0.642893745048,-0.199317134541,-1.4540106543,29.7763309479,44.9088668823,-490.780750275
2019-06-21 16:39:42.370,0.37272426060261427,0.8558088030137142,0.0039978027342999966,0.512282205177,-0.280058819181,-0.640371046683,23.14894104,55.4244297572,-494.656489781
2019-06-21 16:39:42.620,0.25498390197758747,1.0227832794178751,-0.042213439941599998,-0.0260639914039,-0.439563226743,-0.0781370798039,20.6029891968,58.4462566376,-500.247882843
2019-06-21 16:39:42.870,0.21792384556358568,0.96097019740428569,-0.092280796596014278,0.00610868281812,-0.0713758369172,-0.117906130942,20.9505811419,58.3220629011,-501.300061907
2019-06-21 16:39:43.120,0.22730827331550002,0.93217468261650005,-0.076374053955102494,-0.114506306204,0.19472804193,0.20276066841,19.7653026581,58.8953781128,-499.877696991
2019-06-21 16:39:43.370,0.35309273856014289,0.98953247070242845,-0.047295706612719993,-0.099009062704,0.0582856012111,0.51995869093,23.8045436314,55.5323813302,-498.253949846
2019-06-21 16:39:43.620,0.42138671875014283,0.89459664481028578,0.097811017717642862,-0.775781831108,0.689398739041,0.125493591022,24.1483917236,52.7523716518,-493.558981759
2019-06-21 16:39:43.870,0.42704391479475001,0.80483055114750002,0.27710723876962495,-0.456029119,0.291463873128,0.312268287828,23.9210281372,46.3599376678,-484.847358704
2019-06-21 16:39:44.120,0.53774588448671423,0.81773594447542863,0.30490766252814289,0.790784178432,-0.34405808033,-0.827358472991,23.8137381418,47.8168182373,-486.458478655
2019-06-21 16:39:44.370,0.18938337053555715,0.88719613211428572,-0.048566545759042859,0.858003391564,-1.16588478728,-1.62040717534,18.7235586984,57.6018218994,-496.662693568
2019-06-21 16:39:44.620,-0.036853790283100006,0.97719573974537499,-0.15599250793446251,0.240603854605,0.399110309128,0.334734448467,10.6931533813,63.0630683899,-503.744918823
2019-06-21 16:39:44.870,-0.0026528494699571375,0.96893964495014284,-0.25750078473760002,0.138422210896,-0.65898498285,-0.122671629441,13.1601039342,61.9804295131,-506.954616002
2019-06-21 16:39:45.120,0.086820602417087514,0.90186882019025005,-0.20808601379382499,-0.237172737725,0.566271770877,0.524133039003,14.3602943421,61.0566883087,-505.257881165
2019-06-21 16:39:45.370,0.16866193498872858,0.999784197125,-0.14534650530152857,-0.264317140294,0.153128034254,0.128683068834,17.6051831926,59.0267508371,-502.36945016
