,loggingTime(txt),x,y,z,label(N)
273,1.56113518935E+018,9.09312438965,63.9571685791,-526.206420898,0
274,1.56113518938E+018,8.92262268066,63.7189941406,-527.36126709,0
275,1.56113518942E+018,9.25350952148,64.1785888672,-528.213195801,0
276,1.56113518945E+018,9.25350952148,64.1785888672,-528.213195801,0
277,1.5611351895E+018,8.23240661621,64.7289733887,-528.309082031,0
278,1.56113518952E+018,8.23240661621,64.7289733887,-528.309082031,0
279,1.56113518955E+018,6.91296386719,64.3519439697,-531.555725098,0
280,1.56113518958E+018,6.91296386719,64.3519439697,-531.555725098,0
281,1.56113518962E+018,5.32388305664,63.3614196777,-535.335571289,0
282,1.56113518965E+018,5.32388305664,63.3614196777,-535.335571289,0
283,1.56113518969E+018,5.58293151855,62.7692871094,-536.480651855,0
284,1.56113518974E+018,5.28575134277,60.7223205566,-539.22869873,0
285,1.56113518976E+018,5.28575134277,60.7223205566,-539.22869873,0
286,1.56113518979E+018,5.21932983398,58.7580566406,-542.51550293,0
287,1.56113518982E+018,5.21932983398,58.7580566406,-542.51550293,0
288,1.56113518986E+018,4.28353881836,56.2300262451,-545.80255127,0
289,1.5611351899E+018,1.92303466797,53.8609924316,-548.952331543,0
290,1.56113518992E+018,1.92303466797,53.8609924316,-548.952331543,0
291,1.56113518998E+018,-0.81640625,50.3532104492,-552.011474609,0
292,1.56113518999E+018,-0.81640625,50.3532104492,-552.011474609,0
293,1.56113519002E+018,-2.52102661133,47.5723571777,-553.914367676,0
294,1.56113519006E+018,-2.52102661133,47.5723571777,-553.914367676,0
295,1.56113519009E+018,-3.06983947754,45.0750427246,-554.730163574,0
296,1.56113519013E+018,-3.06983947754,45.0750427246,-554.730163574,0
297,1.56113519016E+018,-2.20429992676,42.2682952881,-555.758239746,0
298,1.56113519019E+018,-2.4075012207,38.212020874,-557.472167969,0
299,1.56113519023E+018,-2.4075012207,38.212020874,-557.472167969,0
300,1.56113519026E+018,-2.27584838867,34.6219024658,-558.804199219,0
301,1.5611351903E+018,-2.27584838867,34.6219024658,-558.804199219,0
302,1.56113519033E+018,-2.07702636719,30.8877410889,-559.670654297,0
303,1.56113519037E+018,-1.77474975586,28.6574249268,-559.864990234,0
304,1.5611351904E+018,-1.77474975586,28.6574249268,-559.864990234,0
305,1.56113519043E+018,-0.258651733398,27.6062011719,-559.833496094,0
306,1.56113519046E+018,-0.258651733398,27.6062011719,-559.833496094,0
307,1.5611351905E+018,1.38041687012,28.3575897217,-559.365539551,0
308,1.56113519053E+018,1.38041687012,28.3575897217,-559.365539551,0
309,1.56113519056E+018,3.98020935059,31.0232696533,-558.83984375,0
310,1.56113519061E+018,3.98020935059,31.0232696533,-558.83984375,0
311,1.56113519063E+018,5.6761932373,34.844543457,-558.109619141,0
312,1.56113519066E+018,7.88775634766,40.641784668,-555.861938477,0
313,1.5611351907E+018,7.88775634766,40.641784668,-555.861938477,0
314,1.56113519073E+018,9.76153564453,45.8347473145,-551.75769043,0
315,1.56113519077E+018,9.76153564453,45.8347473145,-551.75769043,0
316,1.5611351908E+018,11.0975952148,51.9795532227,-546.74798584,0
317,1.56113519086E+018,12.5609588623,55.5152435303,-541.311645508,0
318,1.56113519087E+018,12.5609588623,55.5152435303,-541.311645508,0
319,1.5611351909E+018,13.9934539795,58.6000823975,-536.022949219,0
320,1.56113519094E+018,13.9934539795,58.6000823975,-536.022949219,0
321,1.56113519097E+018,13.8943328857,60.3343353271,-532.348754883,0
322,1.56113519101E+018,13.8943328857,60.3343353271,-532.348754883,0
323,1.56113519104E+018,13.2817687988,62.3390960693,-529.609313965,0
324,1.56113519109E+018,12.2828979492,63.1928100586,-529.092651367,0
325,1.56113519111E+018,12.2828979492,63.1928100586,-529.092651367,0
326,1.56113519114E+018,11.6885986328,63.3847503662,-530.027099609,0
327,1.56113519117E+018,11.6885986328,63.3847503662,-530.027099609,0
328,1.56113519121E+018,11.0437316895,62.8266601562,-530.950561523,0
329,1.56113519125E+018,11.0437316895,62.8266601562,-530.950561523,0
330,1.56113519127E+018,10.5537872314,62.3477172852,-532.413513184,0
331,1.56113519131E+018,10.908416748,61.0035400391,-535.242675781,0
332,1.56113519134E+018,10.908416748,61.0035400391,-535.242675781,0
333,1.56113519138E+018,10.3686981201,59.8425750732,-538.006774902,0
334,1.56113519141E+018,10.3686981201,59.8425750732,-538.006774902,0
335,1.56113519144E+018,10.6755371094,57.8196563721,-541.520202637,0
336,1.56113519149E+018,10.6755371094,57.8196563721,-541.520202637,0
337,1.56113519151E+018,9.44688415527,55.4279785156,-544.735229492,0
338,1.56113519154E+018,7.25639343262,52.2415771484,-548.410583496,0
339,1.56113519158E+018,7.25639343262,52.2415771484,-548.410583496,0
340,1.56113519161E+018,4.84426879883,49.1208496094,-551.857849121,0
341,1.56113519165E+018,4.84426879883,49.1208496094,-551.857849121,0
342,1.56113519168E+018,1.46325683594,46.181854248,-554.855102539,0
343,1.56113519173E+018,1.46325683594,46.181854248,-554.855102539,0
344,1.56113519175E+018,-1.71917724609,42.805847168,-557.380981445,0
345,1.56113519178E+018,-2.99658203125,39.6005706787,-558.424743652,0
346,1.56113519182E+018,-2.99658203125,39.6005706787,-558.424743652,0
347,1.56113519185E+018,-2.76098632812,37.5151062012,-558.930297852,0
348,1.56113519189E+018,-2.76098632812,37.5151062012,-558.930297852,0
349,1.56113519192E+018,-3.09606933594,34.8057556152,-559.278076172,0
350,1.56113519195E+018,-3.09606933594,34.8057556152,-559.278076172,0
351,1.56113519198E+018,-3.16261291504,33.8294372559,-559.495239258,0
352,1.56113519202E+018,-2.5778503418,33.5551300049,-559.947814941,0
353,1.56113519205E+018,-2.5778503418,33.5551300049,-559.947814941,0
354,1.56113519208E+018,-1.95199584961,36.0579833984,-558.745727539,0
355,1.56113519214E+018,-1.95199584961,36.0579833984,-558.745727539,0
356,1.56113519215E+018,0.194763183594,39.8270111084,-557.701660156,0
357,1.56113519219E+018,0.194763183594,39.8270111084,-557.701660156,0
358,1.56113519222E+018,3.20175170898,45.0661773682,-554.820373535,0
359,1.56113519226E+018,5.60966491699,49.2347106934,-551.157775879,0
360,1.56113519229E+018,5.60966491699,49.2347106934,-551.157775879,0
361,1.56113519232E+018,6.10438537598,53.0857849121,-548.358032227,0
362,1.56113519237E+018,6.10438537598,53.0857849121,-548.358032227,0
363,1.56113519239E+018,7.24340820312,57.4273223877,-543.245788574,0
364,1.56113519242E+018,7.24340820312,57.4273223877,-543.245788574,0
365,1.56113519246E+018,6.82949829102,60.1166229248,-540.052062988,0
366,1.56113519249E+018,7.51957702637,62.3373565674,-536.145874023,0
367,1.56113519253E+018,7.51957702637,62.3373565674,-536.145874023,0
368,1.56113519256E+018,6.92692565918,63.5201263428,-533.470825195,0
369,1.56113519259E+018,6.92692565918,63.5201263428,-533.470825195,0
370,1.56113519263E+018,6.78186035156,63.5905914307,-533.010620117,0
371,1.56113519266E+018,6.78186035156,63.5905914307,-533.010620117,0
372,1.56113519269E+018,5.72816467285,62.6324615479,-535.3203125,0
373,1.56113519273E+018,5.52145385742,61.867980957,-536.698913574,0
374,1.56113519278E+018,5.52145385742,61.867980957,-536.698913574,0
375,1.5611351928E+018,6.04153442383,60.6870117188,-538.372192383,0
376,1.56113519283E+018,6.04153442383,60.6870117188,-538.372192383,0
377,1.56113519286E+018,6.51454162598,58.8285064697,-540.498352051,0
378,1.5611351929E+018,6.51454162598,58.8285064697,-540.498352051,0
379,1.56113519293E+018,5.6997833252,55.8570709229,-543.854492188,0
380,1.56113519296E+018,3.54348754883,53.1936645508,-547.923034668,0
381,1.56113519301E+018,3.54348754883,53.1936645508,-547.923034668,0
382,1.56113519303E+018,1.05555725098,50.0694122314,-551.37109375,0
383,1.56113519307E+018,1.05555725098,50.0694122314,-551.37109375,0
384,1.5611351931E+018,-1.42990112305,46.9492645264,-554.047912598,0
385,1.56113519313E+018,-1.42990112305,46.9492645264,-554.047912598,0
386,1.56113519317E+018,-4.01809692383,43.3812713623,-555.639404297,0
387,1.5611351932E+018,-5.41786193848,39.4957885742,-556.98260498,0
388,1.56113519325E+018,-5.41786193848,39.4957885742,-556.98260498,0
389,1.56113519327E+018,-6.00926208496,35.2735443115,-558.389465332,0
390,1.5611351933E+018,-6.00926208496,35.2735443115,-558.389465332,0
391,1.56113519334E+018,-6.3509979248,31.3651428223,-559.18170166,0
392,1.56113519337E+018,-6.3509979248,31.3651428223,-559.18170166,0
393,1.56113519341E+018,-6.56929016113,29.2602386475,-559.383178711,0
394,1.56113519344E+018,-6.61508178711,28.5847625732,-559.450439453,0
395,1.56113519347E+018,-6.61508178711,28.5847625732,-559.450439453,0
