,loggingTime(txt),x,y,z,label
0,1561135180121000000,0.180618286133,-0.138031005859,-0.985824584961,0
1,1561135180156000000,0.0802307128906,-0.151260375977,-0.889144897461,0
2,1561135180189000000,0.0567016601562,-0.135986328125,-0.881500244141,0
3,1561135180224000000,0.0820770263672,-0.189971923828,-0.870986938477,0
4,1561135180258000000,0.133804321289,-0.200302124023,-0.889785766602,0
5,1561135180294000000,0.21337890625,-0.124801635742,-0.883285522461,0
6,1561135180324000000,0.0305633544922,-0.156433105469,-0.945953369141,0
7,1561135180373000000,0.0387725830078,-0.229125976562,-0.988922119141,0
8,1561135180390000000,0.238616943359,-0.201599121094,-1.02867126465,0
9,1561135180425000000,0.140121459961,-0.294708251953,-0.926956176758,0
10,1561135180458000000,-0.0025634765625,-0.245468139648,-0.703399658203,0
11,1561135180493000000,0.0456695556641,-0.188522338867,-1.07678222656,0
12,1561135180533000000,0.006103515625,-0.153060913086,-1.02551269531,0
13,1561135180560000000,-0.00433349609375,-0.210083007812,-0.989242553711,0
14,1561135180593000000,-0.11018371582,-0.0971221923828,-0.785171508789,0
15,1561135180628000000,-0.0309448242188,-0.0429077148438,-0.781585693359,0
16,1561135180661000000,0.0603790283203,-0.0295104980469,-0.845977783203,0
17,1561135180696000000,0.0728454589844,-0.0224456787109,-0.731231689453,0
18,1561135180728000000,0.0815277099609,0.0878143310547,-1.06274414062,0
19,1561135180771000000,0.221755981445,-0.00309753417969,-1.07824707031,0
20,1561135180796000000,0.485488891602,0.0991363525391,-0.99382019043,0
21,1561135180832000000,0.307968139648,-0.00833129882812,-1.24198913574,0
22,1561135180863000000,0.430267333984,0.00108337402344,-1.19189453125,0
23,1561135180899000000,0.33772277832,-0.00332641601562,-1.02114868164,0
24,1561135180934000000,0.388458251953,0.0162963867188,-1.12159729004,0
25,1561135180966000000,0.53923034668,0.0844573974609,-1.10572814941,0
26,1561135181009000000,0.338272094727,0.0362396240234,-1.05932617188,0
27,1561135181034000000,0.453857421875,0.0980987548828,-1.2437286377,0
28,1561135181066000000,0.371597290039,0.11311340332,-0.972579956055,0
29,1561135181101000000,0.137542724609,0.120056152344,-1.04536437988,0
30,1561135181134000000,0.182510375977,0.129379272461,-1.06581115723,0
31,1561135181172000000,0.0419769287109,0.13249206543,-0.92610168457,0
32,1561135181201000000,-0.0182952880859,0.172821044922,-0.871063232422,0
33,1561135181255000000,0.0221862792969,0.134338378906,-0.819244384766,0
34,1561135181269000000,0.0262908935547,0.118667602539,-0.925918579102,0
35,1561135181308000000,-0.0148315429688,0.0859527587891,-0.823822021484,0
36,1561135181340000000,-0.00662231445312,0.0785675048828,-1.03497314453,0
37,1561135181374000000,0.0406036376953,0.101806640625,-1.02046203613,0
38,1561135181412000000,0.105697631836,0.130554199219,-0.845474243164,0
39,1561135181441000000,0.182571411133,0.173370361328,-0.736022949219,0
40,1561135181475000000,0.421157836914,0.255813598633,-1.12504577637,0
41,1561135181507000000,0.387054443359,0.304809570312,-0.971099853516,0
42,1561135181541000000,0.33740234375,0.340362548828,-0.746704101562,0
43,1561135181574000000,0.439559936523,0.374435424805,-0.831848144531,0
44,1561135181607000000,0.74951171875,0.377456665039,-0.827728271484,0
45,1561135181652000000,0.720016479492,0.449264526367,-0.725234985352,0
46,1561135181675000000,0.701263427734,0.535171508789,-0.61100769043,0
47,1561135181710000000,0.764434814453,0.619735717773,-0.704864501953,0
48,1561135181742000000,0.807144165039,0.661422729492,-0.570205688477,0
49,1561135181777000000,0.698974609375,0.740158081055,-0.430633544922,0
50,1561135181810000000,0.733642578125,0.808670043945,-0.563095092773,0
51,1561135181845000000,0.879867553711,0.813827514648,-0.526397705078,0
52,1561135181892000000,0.869964599609,0.725357055664,-0.382400512695,0
53,1561135181913000000,0.896575927734,0.712295532227,-0.255325317383,0
54,1561135181945000000,1.20733642578,0.644836425781,0.167984008789,0
55,1561135181980000000,0.931930541992,0.45133972168,-0.0802154541016,0
56,1561135182013000000,0.122039794922,0.0274658203125,-1.14277648926,0
57,1561135182058000000,0.425308227539,0.435211181641,-0.0185241699219,0
58,1561135182080000000,0.64274597168,0.29313659668,0.109283447266,0
59,1561135182131000000,0.64631652832,0.551284790039,0.196182250977,0
60,1561135182148000000,0.961517333984,0.950149536133,0.100357055664,0
61,1561135182183000000,0.380554199219,0.746475219727,0.314849853516,0
62,1561135182215000000,1.81651306152,0.732162475586,0.78369140625,0
63,1561135182250000000,-0.216079711914,1.29850769043,-0.580520629883,0
64,1561135182298000000,0.614212036133,1.15049743652,-0.257751464844,0
65,1561135182318000000,0.277404785156,0.307754516602,0.18408203125,0
66,1561135182353000000,0.575119018555,1.00588989258,0.210815429688,0
67,1561135182386000000,0.79573059082,0.680068969727,0.191421508789,0
68,1561135182418000000,0.143142700195,1.24826049805,-0.145660400391,0
69,1561135182454000000,0.0870819091797,1.09243774414,0.110061645508,0
70,1561135182486000000,-0.0474548339844,0.983154296875,-0.152725219727,0
71,1561135182537000000,0.705841064453,0.68879699707,0.347595214844,0
72,1561135182553000000,0.477798461914,0.652145385742,0.0552062988281,0
73,1561135182589000000,0.446929931641,0.645797729492,-0.377914428711,0
74,1561135182621000000,-0.190338134766,1.27214050293,0.119705200195,0
75,1561135182656000000,0.143768310547,1.02151489258,0.162536621094,0
76,1561135182696000000,0.0682830810547,0.157302856445,-0.343673706055,0
77,1561135182724000000,0.974105834961,1.57939147949,0.210311889648,0
78,1561135182776000000,0.637161254883,1.44786071777,-0.156631469727,0
79,1561135182792000000,-0.113739013672,1.08749389648,-0.290740966797,0
80,1561135182824000000,0.283142089844,0.740829467773,0.0820922851562,0
81,1561135182859000000,0.237487792969,0.875732421875,-0.121307373047,0
82,1561135182892000000,0.0822601318359,0.836395263672,0.0135040283203,0
83,1561135182939000000,0.493865966797,1.05137634277,-0.187881469727,0
84,1561135182959000000,0.160415649414,0.739517211914,-0.0640411376953,0
85,1561135183016000000,0.315475463867,1.09246826172,-0.160400390625,0
86,1561135183027000000,0.304458618164,1.27485656738,-0.110565185547,0
87,1561135183062000000,0.0943603515625,0.964965820312,-0.0259094238281,0
88,1561135183098000000,0.0746307373047,0.767211914062,-0.11067199707,0
89,1561135183129000000,0.302932739258,1.06033325195,-0.0646057128906,0
90,1561135183178000000,0.241760253906,0.933471679688,0.0217590332031,0
91,1561135183197000000,-0.0498046875,1.19500732422,-0.241485595703,0
92,1561135183229000000,0.259948730469,0.338119506836,-0.0303039550781,0
93,1561135183264000000,0.349990844727,1.15835571289,-0.202072143555,0
94,1561135183297000000,0.338684082031,1.00840759277,-0.0337066650391,0
95,1561135183334000000,0.274612426758,0.888442993164,-0.0640869140625,0
96,1561135183365000000,0.100341796875,0.875259399414,0.00350952148438,0
97,1561135183419000000,0.36083984375,1.00254821777,-0.0490264892578,0
98,1561135183432000000,0.335433959961,0.944107055664,0.00575256347656,0
99,1561135183467000000,0.216171264648,0.922271728516,-0.0665740966797,0
100,1561135183500000000,0.376220703125,1.03315734863,-0.0564575195312,0
101,1561135183535000000,0.356643676758,1.07977294922,-0.0492553710938,0
102,1561135183578000000,0.372192382812,0.991073608398,-0.0288391113281,0
103,1561135183602000000,0.454147338867,0.953796386719,-0.086669921875,0
104,1561135183654000000,0.323287963867,0.811431884766,0.0125732421875,0
105,1561135183670000000,0.488220214844,0.715957641602,0.0116271972656,0
106,1561135183703000000,0.574462890625,0.76676940918,0.124603271484,0
107,1561135183738000000,0.450592041016,0.941543579102,0.0872497558594,0
108,1561135183770000000,0.477752685547,1.046875,0.184219360352,0
109,1561135183814000000,0.248977661133,1.00340270996,0.070068359375,0
110,1561135183838000000,0.386413574219,0.976196289062,0.1943359375,0
111,1561135183899000000,0.380187988281,0.947784423828,0.20475769043,0
112,1561135183905000000,0.325973510742,0.736282348633,0.268859863281,0
113,1561135183940000000,0.576690673828,0.670486450195,0.354431152344,0
114,1561135183977000000,0.543807983398,0.712539672852,0.344818115234,0
115,1561135184008000000,0.574142456055,0.826538085938,0.321075439453,0
116,1561135184059000000,0.570510864258,0.946060180664,0.368392944336,0
117,1561135184076000000,0.192504882812,0.861373901367,0.127319335938,0
118,1561135184108000000,0.252532958984,0.737579345703,0.227203369141,0
119,1561135184143000000,0.656997680664,0.608657836914,1.05453491211,0
120,1561135184176000000,0.88932800293,0.514022827148,0.05810546875,0
121,1561135184216000000,0.413589477539,0.839309692383,0.326904296875,0
122,1561135184244000000,0.644561767578,0.867111206055,0.106353759766,0
123,1561135184298000000,0.482299804688,0.967880249023,0.195220947266,0
124,1561135184311000000,0.275833129883,0.94482421875,0.192779541016,0
125,1561135184346000000,0.401611328125,0.982345581055,0.200454711914,0
126,1561135184379000000,0.270095825195,0.77995300293,0.146530151367,0
127,1561135184414000000,0.220016479492,0.769607543945,0.150909423828,0
128,1561135184457000000,0.30615234375,0.750152587891,-0.109115600586,0
129,1561135184481000000,0.0490417480469,0.721755981445,-0.339981079102,0
130,1561135184536000000,0.127960205078,0.342620849609,-0.155288696289,0
131,1561135184549000000,0.180694580078,1.49211120605,-0.0816650390625,0
132,1561135184581000000,0.171722412109,1.35417175293,0.0486450195312,0
133,1561135184616000000,-0.312133789062,0.960754394531,-0.145614624023,0
134,1561135184649000000,-0.0546417236328,1.11254882812,-0.115966796875,0
135,1561135184696000000,-0.0152740478516,1.41651916504,-0.147552490234,0
136,1561135184717000000,0.237030029297,1.3311920166,-0.236068725586,0
137,1561135184752000000,0.189987182617,0.52424621582,-0.0932922363281,0
138,1561135184784000000,-0.378051757812,0.741165161133,-0.0870513916016,0
139,1561135184819000000,0.102813720703,0.944259643555,-0.167938232422,0
140,1561135184853000000,-0.0645599365234,0.786880493164,-0.254455566406,0
141,1561135184887000000,-0.428634643555,0.860260009766,-0.148696899414,0
142,1561135184936000000,0.120971679688,0.963851928711,-0.537567138672,0
143,1561135184954000000,-0.222579956055,0.481353759766,-0.212982177734,0
144,1561135184987000000,0.156448364258,0.899932861328,-0.291275024414,0
145,1561135185022000000,-0.0419158935547,1.16709899902,-0.0669555664062,0
146,1561135185055000000,0.266723632812,1.35340881348,-0.360946655273,0
147,1561135185096000000,0.130416870117,1.05667114258,-0.18408203125,0
148,1561135185122000000,-0.129852294922,1.20469665527,-0.15625,0
149,1561135185175000000,0.113510131836,0.74967956543,-0.241744995117,0
150,1561135185190000000,0.191177368164,1.0348815918,-0.258911132812,0
151,1561135185225000000,0.629043579102,1.28498840332,-0.349014282227,0
152,1561135185257000000,0.0377655029297,0.706665039062,-0.0746307373047,0
153,1561135185293000000,-0.623138427734,0.708267211914,-0.340942382812,0
154,1561135185336000000,0.207412719727,0.833114624023,-0.0495452880859,0
155,1561135185360000000,0.268646240234,0.692657470703,-0.193649291992,0
