,loggingTime(txt),x,y,z,label(N)
47624,1.56113673442E+018,-0.187811712711,0.615944951661,-0.948816119471,5
47625,1.56113673445E+018,-0.317131086819,0.859851891677,-1.56806339088,5
47626,1.56113673449E+018,-1.63119042873,0.553306337558,-1.99621127722,5
47627,1.56113673452E+018,-2.67492320735,1.48182144636,-2.47432219614,5
47628,1.56113673455E+018,-3.45802146483,1.14501998541,-1.86873534322,5
47629,1.5611367346E+018,-3.43751033075,0.895613351426,-0.819961200657,5
47630,1.56113673462E+018,-1.45781624492,1.72271715013,-0.395227753154,5
47631,1.56113673466E+018,0.219874840655,2.23109516115,-0.824771135902,5
47632,1.56113673469E+018,-1.44831728195,0.0657723557578,-0.0593357617192,5
47633,1.56113673472E+018,-0.566634659866,-0.884157231365,0.288274671144,5
47634,1.56113673477E+018,-0.403305653372,-0.923931808562,-0.193241631857,5
47635,1.56113673479E+018,0.117421968255,-0.801086579063,-0.019852534346,5
47636,1.56113673483E+018,0.860835397067,-0.280239381503,0.220050875603,5
47637,1.56113673486E+018,0.493397729888,-0.810770631735,0.344364039494,5
47638,1.56113673489E+018,0.629345179318,-1.30024179691,0.511614817009,5
47639,1.56113673493E+018,0.901960463252,-1.238862858,0.892712103735,5
47640,1.56113673496E+018,1.87406645909,-1.31016074039,1.6125879822,5
47641,1.561136735E+018,3.23995304634,-2.01641428357,2.43827790868,5
47642,1.56113673503E+018,4.31096005663,-1.31839337027,3.03121474642,5
47643,1.56113673506E+018,1.52405864861,-0.400477109978,1.49733995234,5
47644,1.5611367351E+018,1.19180027417,-0.432705886542,-0.691732923647,5
47645,1.56113673513E+018,0.268207219698,-0.230035599162,-0.518208271236,5
47646,1.56113673517E+018,-1.38160243348,0.884086923913,-1.05370232216,5
47647,1.5611367352E+018,-2.17892117223,0.948930369082,-2.22013891642,5
47648,1.56113673525E+018,-2.55149421294,1.29878797727,-2.65666936861,5
47649,1.56113673527E+018,-3.03154764155,2.02186950274,-2.1791653841,5
47650,1.5611367353E+018,-2.30125241164,1.84678903162,-0.887949572758,5
47651,1.56113673533E+018,-0.304366023082,1.81903516464,-0.637973022302,5
47652,1.56113673537E+018,-0.51355173407,2.75658930849,-0.635474444567,5
47653,1.56113673541E+018,-1.07125202111,-0.0618109036363,-0.200665726028,5
47654,1.56113673543E+018,-0.588131163553,-0.0812405280012,0.222995000188,5
47655,1.56113673549E+018,-0.123214609942,-0.501391740533,-0.156624764765,5
47656,1.5611367355E+018,0.113359582328,-0.734722202595,-0.134852623906,5
47657,1.56113673554E+018,0.339632667502,-0.709908199138,0.162442706483,5
47658,1.56113673557E+018,0.236612009158,-0.786922024173,0.219127291337,5
47659,1.5611367356E+018,0.791788951065,-1.18041952157,0.438789079104,5
47660,1.56113673565E+018,0.962156426004,-1.31219406388,0.763218026259,5
47661,1.56113673567E+018,1.34964556566,-1.11121088905,1.28617338214,5
47662,1.56113673571E+018,2.70323500658,-1.73085417252,1.90221074549,5
47663,1.56113673574E+018,3.76001301348,-1.44309668726,2.99284658459,5
47664,1.56113673577E+018,2.28629157158,-0.515623140766,2.71605493144,5
47665,1.56113673581E+018,0.858729901909,-0.0969566405421,-0.561748025581,5
47666,1.56113673584E+018,0.197088568052,0.195009438189,-0.62898432099,5
47667,1.56113673589E+018,-0.639480637795,0.616768933703,-0.930294633038,5
47668,1.56113673591E+018,-1.78041906252,0.305673901494,-1.33096775167,5
47669,1.56113673594E+018,-2.31364543177,0.778639593183,-2.12698367202,5
47670,1.56113673597E+018,-2.78714109252,1.39391049877,-1.90528989234,5
47671,1.56113673601E+018,-3.23442139444,2.04306453659,-1.31172747806,5
47672,1.56113673605E+018,-2.05876786596,0.608909945326,-1.32210022419,5
47673,1.56113673608E+018,-1.2573886055,2.90366557549,-0.764869452451,5
47674,1.56113673613E+018,-1.14724319229,1.23545960445,-1.2432008811,5
47675,1.56113673614E+018,-1.57850617815,0.112362494816,0.0554350296705,5
47676,1.56113673618E+018,0.301318834163,-0.500825019853,0.593331518213,5
47677,1.56113673621E+018,-1.07238200036,-1.46202270786,-1.01136551768,5
47678,1.56113673624E+018,1.3558904121,-0.708680481876,0.0413098895649,5
47679,1.56113673628E+018,0.582337456601,-0.458149194965,0.109304653252,5
47680,1.56113673631E+018,0.817752374849,-1.29055960845,0.712276015663,5
47681,1.56113673636E+018,1.04763697278,-1.30133209506,0.921464389812,5
47682,1.56113673638E+018,1.33103992334,-1.14466338814,1.16832157968,5
47683,1.56113673642E+018,1.81792036541,-1.38410127753,1.6320149434,5
47684,1.56113673645E+018,3.4749514462,-1.82398598111,2.21315424383,5
47685,1.56113673648E+018,4.99532108407,-0.985760821693,3.01244505337,5
47686,1.56113673653E+018,1.6825931662,-0.347281798785,1.99549435426,5
47687,1.56113673655E+018,0.88515485151,-0.195537809349,-0.430723429427,5
47688,1.56113673658E+018,0.18815739102,-0.00678626708974,-0.623009519085,5
47689,1.56113673662E+018,-1.31773503685,0.866241347764,-1.37257005633,5
47690,1.56113673665E+018,-2.52450307529,0.822653922835,-2.3384242815,5
47691,1.56113673669E+018,-3.45176276995,0.958059418983,-2.57282080695,5
47692,1.56113673672E+018,-4.18860937615,2.21569436688,-2.38694707656,5
47693,1.56113673676E+018,-2.21801451282,2.10423787947,-1.53083799148,5
47694,1.56113673679E+018,0.545060125559,2.63509110587,-0.29709399541,5
47695,1.56113673682E+018,-1.58028437081,0.818501788379,-0.696166021597,5
47696,1.56113673685E+018,-2.19432143387,-1.15846149206,0.180262716285,5
47697,1.56113673689E+018,0.81795557404,-0.0967009770774,0.157855145189,5
47698,1.56113673692E+018,-0.555527946539,-0.18025073206,-0.499469737174,5
47699,1.56113673696E+018,0.336969772728,-0.292709633307,-0.0695441908097,5
47700,1.56113673701E+018,0.611004255207,-0.206859706091,0.187116893982,5
47701,1.56113673702E+018,0.562391445301,-1.08468979934,0.315418407922,5
47702,1.56113673706E+018,0.756598206737,-1.2478182698,0.536826164101,5
47703,1.56113673709E+018,0.850524968907,-0.915949515826,0.717410856561,5
47704,1.56113673712E+018,1.05876046402,-1.00901394644,1.11607754963,5
47705,1.56113673717E+018,2.17248537714,-1.35775728803,1.70491045613,5
47706,1.56113673719E+018,4.29504553859,-2.03110454646,3.07604640021,5
47707,1.56113673724E+018,3.87834418494,-1.09033383664,2.25395680121,5
