timestamp,x,y,z,statusId
1560899183874000000,1.8195933,3.5913026,11.013328,4
1560899183880000000,1.3120226,2.96881,11.434708,4
1560899183885000000,0.8810662,2.2218192,11.434708,4
1560899183889000000,0.90021986,1.6472107,11.990162,4
1560899183894000000,1.1587936,1.8291701,12.995727,4
1560899183899000000,1.8483237,2.0111294,12.698846,4
1560899183904000000,2.1739352,2.030283,12.459426,4
1560899183910000000,2.3558946,1.4939818,12.287044,4
1560899183915000000,2.3558946,0.89064306,11.789049,4
1560899183919000000,1.1875241,0.63206923,10.601525,4
1560899183924000000,0.47884035,0.7278373,8.6574335,4
1560899183929000000,2.2888567,-0.47884035,9.346964,4
1560899183934000000,2.8538885,-0.45968673,11.176133,4
1560899183940000000,2.4995465,-0.1436521,12.334928,4
1560899183945000000,2.2505496,0.5267244,13.608643,4
1560899183950000000,1.2641385,1.043872,12.708423,4
1560899183954000000,0.45968673,1.4652514,11.616667,4
1560899183959000000,0.51714754,1.484405,10.6877165,4
1560899183964000000,0.36391866,1.1875241,10.180145,4
1560899183970000000,0.10534488,0.24899697,9.969456,4
1560899183975000000,-0.02873042,0.05746084,9.854534,4
1560899183980000000,0.047884032,0.2873042,9.653421,4
1560899183985000000,0.58418524,0.4309563,9.165004,4
1560899183989000000,1.3982137,0.59376204,8.456321,4
1560899183994000000,2.2601264,0.7278373,8.082825,4
1560899183999000000,2.6910827,0.78529817,8.197746,4
1560899184004000000,2.815581,0.90021986,8.303091,4
1560899184010000000,2.5474305,0.842759,8.580819,4
1560899184015000000,2.3463178,1.0247183,8.283937,4
1560899184019000000,2.336741,0.9864111,8.0445175,4
1560899184024000000,2.3080103,1.2354081,6.655881,4
1560899184029000000,2.183512,1.292869,6.6079965,4
1560899184034000000,2.0973208,1.2162545,6.4547677,4
1560899184040000000,2.1643584,0.9864111,7.297527,4
1560899184045000000,2.4229321,0.30645782,8.686164,4
1560899184049000000,2.27928,-0.41180268,10.151415,4
1560899184054000000,0.2777274,-0.10534488,10.754754,4
1560899184059000000,-1.1013328,-0.5746084,12.028469,4
1560899184064000000,-3.2752678,-1.091756,12.449849,4
1560899184070000000,-6.033388,-2.336741,12.325351,4
1560899184075000000,-7.4028716,-3.122039,10.70687,4
1560899184080000000,-7.297527,-3.3135753,9.11712,4
1560899184085000000,-6.0621185,-2.9113493,7.929596,4
1560899184089000000,-5.1140146,-2.5091233,7.1730285,4
1560899184094000000,-4.4723687,-3.2944214,5.554548,4
1560899184099000000,-2.9017725,-5.6790466,6.253655,4
1560899184105000000,-3.0358477,-4.3957543,8.169016,4
1560899184110000000,-2.5570073,-2.336741,8.504205,4
1560899184115000000,-3.1124623,0.047884032,8.207323,4
1560899184119000000,-4.951209,1.8100165,7.067683,4
1560899184124000000,-7.1251445,2.27928,6.655881,4
1560899184129000000,-9.203311,1.7621324,6.8665705,4
1560899184134000000,-11.36767,0.59376204,7.785944,4
1560899184140000000,-11.444284,-1.2449849,8.743625,4
1560899184145000000,-10.400413,-2.2026656,7.4507556,4
1560899184149000000,-9.739613,-1.1587936,7.6231384,4
1560899184154000000,-9.241618,-1.3982137,7.8625584,4
1560899184159000000,-6.588843,-2.1643584,6.991069,4
1560899184164000000,-6.588843,-2.1643584,6.991069,4
1560899184170000000,-4.414908,-3.916914,7.3071036,4
1560899184175000000,-3.763685,-5.650316,7.565677,4
1560899184180000000,-2.7868507,-6.6750345,11.118672,4
1560899184184000000,-0.78529817,-7.1251445,12.334928,4
1560899184189000000,-0.1436521,-6.5218053,10.716447,4
1560899184194000000,-1.2258313,-4.8362875,9.452309,4
1560899184199000000,-2.528277,-3.1986535,8.418014,4
1560899184205000000,-3.6008794,-2.2505496,6.742072,4
1560899184210000000,-4.0222588,-2.4037786,5.861006,4
1560899184215000000,-4.1276035,-3.6296098,5.9280434,4
1560899184219000000,-4.663905,-4.951209,5.9280434,4
1560899184224000000,-5.0661306,-5.9759274,6.1770406,4
1560899184229000000,-5.4683566,-5.9759274,6.2823853,4
1560899184235000000,-5.1235914,-5.449203,6.5984197,4
1560899184240000000,-3.5913026,-4.1371803,7.536947,4
1560899184245000000,-2.1260512,-5.7365074,8.054094,4
1560899184249000000,-3.0262709,-6.799533,6.799533,4
1560899184254000000,-3.8881836,-6.9240313,5.3247046,4
1560899184259000000,-3.1507695,-6.8282633,4.10845,4
1560899184264000000,-1.3599066,-7.249643,3.4572272,4
1560899184270000000,0.30645782,-7.07726,3.323152,4
1560899184275000000,1.1683705,-6.5984197,3.6391866,4
1560899184279000000,1.7429788,-6.14831,4.3382936,4
1560899184284000000,1.982399,-5.8322754,5.6886234,4
1560899184289000000,1.9536686,-5.5641246,7.0485296,4
1560899184294000000,1.6567876,-5.2289367,8.293514,4
1560899184300000000,1.2354081,-5.0278234,9.078813,4
1560899184305000000,0.5554548,-4.9416323,9.624691,4
1560899184309000000,-0.61291564,-4.673482,9.902418,4
1560899184314000000,-1.4269443,-4.5681367,9.873688,4
1560899184319000000,-2.2888567,-4.5681367,9.720459,4
1560899184324000000,-3.122039,-4.5681367,8.42759,4
1560899184330000000,-3.7541082,-4.280833,8.465898,4
1560899184335000000,-4.156334,-4.0318356,8.197746,4
1560899184340000000,-4.644751,-3.8786068,7.8912888,4
1560899184345000000,-5.142745,-3.8498764,8.015787,4
1560899184349000000,-5.8801594,-3.9839516,8.571242,4
1560899184354000000,-7.0102224,-3.964798,9.126697,4
1560899184359000000,-7.776367,-3.667917,9.835381,4
1560899184365000000,-8.283937,-3.3518825,10.907983,4
1560899184370000000,-8.7532015,-2.815581,11.923124,4
1560899184375000000,-9.165004,-2.384625,12.909535,4
1560899184379000000,-7.192182,-1.388637,18.128895,4
1560899184384000000,-6.0525417,-0.51714754,21.83512,4
1560899184389000000,-5.5258174,1.283292,25.25404,4
1560899184394000000,-6.8569937,1.4748282,21.691467,4
1560899184400000000,-7.833828,1.4269443,22.294806,4
1560899184405000000,-7.9104424,0.5746084,20.982784,4
1560899184409000000,-6.9719152,0.35434186,21.41374,4
1560899184414000000,-6.1866174,0.31603462,21.825542,4
1560899184419000000,-5.315128,0.50757074,21.883003,4
1560899184424000000,-4.10845,0.2681506,21.17432,4
1560899184430000000,-3.3327289,-0.05746084,19.689915,4
1560899184435000000,-2.9975405,-0.49799395,17.48725,4
1560899184439000000,-3.4093432,-0.7278373,15.47612,4
1560899184444000000,-4.280833,-1.0726024,13.723564,4
1560899184449000000,-4.807557,-1.484405,12.315774,4
1560899184454000000,-4.6351743,-2.2409728,11.329363,4
1560899184460000000,-4.721366,-2.7389667,10.630256,4
1560899184465000000,-5.353435,-2.920926,10.381259,4
1560899184470000000,-6.397307,-2.8921957,10.783484,4
1560899184474000000,-7.086837,-2.825158,11.60709,4
1560899184479000000,-7.192182,-2.873042,12.440272,4
1560899184484000000,-6.167464,-3.2752678,12.842498,4
1560899184489000000,-4.7884035,-3.6583402,12.995727,4
1560899184494000000,-2.9879637,-4.10845,12.708423,4
1560899184500000000,-2.4229321,-4.10845,12.152967,4
1560899184505000000,-3.7732618,-3.3518825,12.804191,4
1560899184510000000,-7.881712,-0.842759,12.698846,4
1560899184515000000,-7.785944,-1.5610195,10.237606,4
1560899184520000000,-3.1316159,-5.841852,10.94629,4
1560899184524000000,-4.5777135,-5.813122,10.936713,4
1560899184529000000,-7.201759,-4.4915223,9.825804,4
1560899184534000000,-8.236053,-4.309563,8.6095495,4
1560899184539000000,-8.504205,-5.21936,8.8777,4
1560899184544000000,-9.002198,-6.339846,8.322245,4
1560899184549000000,-9.864111,-6.895301,7.517793,4
1560899184554000000,-11.233594,-6.445191,6.0142345,4
1560899184560000000,-8.7053175,-6.9240313,5.0278234,4
1560899184565000000,-5.0757074,-8.1881695,2.8060043,4
1560899184570000000,-1.532289,-8.159439,1.3694834,4
1560899184575000000,0.6703765,-7.4603324,1.5993267,4
1560899184579000000,1.4173675,-5.9759274,2.5378537,4
1560899184584000000,-0.48841715,-3.5625722,3.7445314,4
1560899184589000000,-2.5761611,-2.2601264,5.2768207,4
1560899184594000000,-5.00867,-1.7429788,6.2823853,4
1560899184599000000,-6.2728086,-2.96881,7.431602,4
1560899184604000000,-6.3589997,-4.232949,7.699753,4
1560899184610000000,-4.261679,-5.707777,7.4986396,4
1560899184615000000,-1.5897499,-6.4739213,4.7500963,4
1560899184620000000,-0.7469909,-5.142745,3.1603463,4
1560899184625000000,0.19153613,-3.715801,2.135628,4
1560899184630000000,0.9768343,-3.5817258,0.22984336,4
1560899184634000000,0.1436521,-3.86903,-0.37349546,4
1560899184639000000,-1.1013328,-4.462792,1.2737153,4
1560899184644000000,-2.528277,-5.1523223,4.453215,4
1560899184649000000,-4.5202527,-5.583278,7.1347213,4
1560899184654000000,-4.9703627,-6.483498,8.963891,4
1560899184659000000,0.49799395,-7.038953,6.8091097,4
1560899184665000000,0.49799395,-7.038953,6.8091097,4
1560899184670000000,0.11492168,-6.1195793,7.1251445,4
1560899184675000000,0.11492168,-6.1195793,7.1251445,4
1560899184680000000,0.11492168,-6.1195793,7.1251445,4
1560899184685000000,0.11492168,-6.1195793,7.1251445,4
1560899184689000000,-0.4309563,-4.8362875,8.2169,4
1560899184694000000,-0.5554548,-4.261679,9.337387,4
1560899184699000000,-0.59376204,-3.9552212,10.189722,4
1560899184704000000,-0.60333884,-3.6296098,11.128249,4
1560899184709000000,-0.33518824,-3.1507695,11.951855,4
1560899184714000000,-0.1436521,-2.5187001,13.158532,4
1560899184720000000,-0.62249243,-1.8962077,13.857639,4
1560899184725000000,-1.2066777,-1.6472107,14.796166,4
1560899184730000000,-2.873042,-0.94810385,16.558298,4
1560899184734000000,-3.86903,-1.3599066,11.377247,4
1560899184739000000,-4.3861775,-4.3957543,8.762778,4
1560899184744000000,-4.9224787,-6.3302693,6.205771,4
1560899184749000000,-6.588843,-7.1251445,5.1906295,4
1560899184754000000,-9.184157,-7.067683,3.6487634,4
1560899184759000000,-10.553641,-6.7324953,1.5993267,4
1560899184764000000,-11.674128,-6.6079965,0.90021986,4
1560899184770000000,-11.856087,-6.4068837,1.5610195,4
1560899184775000000,-10.563218,-5.93762,2.27928,4
1560899184780000000,-8.456321,-5.7365074,2.8921957,4
1560899184785000000,-6.5696893,-5.66947,2.9879637,4
1560899184789000000,-6.646304,-5.793968,4.7022123,4
1560899184794000000,-6.0621185,-5.90889,5.1140146,4
1560899184799000000,-5.717354,-5.746084,6.6750345,4
1560899184804000000,-5.267244,-5.3821654,7.383718,4
1560899184809000000,-5.650316,-5.2289367,8.418014,4
1560899184814000000,-6.0621185,-4.76925,8.992621,4
1560899184820000000,-5.353435,-3.964798,10.314221,4
1560899184825000000,-4.8745947,-3.572149,11.348516,4
1560899184830000000,-4.261679,-3.4572272,12.315774,4
1560899184835000000,-3.6391866,-2.920926,12.689269,4
1560899184839000000,-2.767697,-2.5091233,12.765883,4
1560899184844000000,-2.2601264,-2.0685902,12.354081,4
1560899184849000000,-2.0207062,-1.8195933,11.693281,4
1560899184854000000,-2.2697031,-1.6376339,11.137826,4
1560899184859000000,-3.0454245,-1.6376339,10.965444,4
1560899184864000000,-3.8881836,-1.532289,10.994174,4
1560899184869000000,-4.1180267,-1.6089035,10.764331,4
1560899184875000000,-4.0701427,-1.340753,10.505757,4
1560899184880000000,-4.1659107,-0.8810662,10.5919485,4
1560899184885000000,-4.5298295,-0.7182605,10.448297,4
1560899184890000000,-4.6160207,-0.36391866,10.601525,4
1560899184895000000,-4.462792,-0.019153614,10.793061,4
1560899184899000000,-3.9073372,0.2777274,10.534488,4
1560899184904000000,-3.1603463,0.4405331,10.113108,4
1560899184909000000,-2.5761611,0.48841715,9.844957,4
1560899184914000000,-2.5091233,0.63206923,9.682152,4
1560899184919000000,-2.6144683,0.51714754,9.672575,4
1560899184924000000,-2.96881,0.545878,9.509769,4
1560899184930000000,-3.1794999,0.7469909,9.624691,4
1560899184935000000,-4.2042184,1.532289,9.844957,4
1560899184940000000,-3.2561142,2.5761611,5.813122,4
1560899184945000000,3.4093432,-3.1507695,-1.7046716,4
1560899184949000000,0.05746084,-1.4652514,1.0821792,4
1560899184954000000,2.3942018,-1.8483237,1.1109096,4
1560899184959000000,0.7278373,-0.5746084,2.4612393,4
1560899184964000000,0.33518824,-0.50757074,2.7485435,4
1560899184969000000,0.90021986,-1.0151415,3.2561142,4
1560899184974000000,1.3503298,-1.8004397,4.951209,4
1560899184980000000,0.9959879,-2.3080103,7.067683,4
1560899184985000000,-0.33518824,-1.9919758,9.232041,4
1560899184990000000,-1.9057846,-2.5187001,10.831368,4
1560899184995000000,-2.873042,-3.4380736,11.405977,4
1560899184999000000,-2.7006595,-4.357447,9.77792,4
1560899185004000000,-2.681506,-4.501099,7.565677,4
1560899185009000000,-1.8962077,-4.4436383,6.5122285,4
1560899185014000000,-0.19153613,-4.3287168,5.90889,4
1560899185019000000,1.3790601,-4.453215,5.8801594,4
1560899185024000000,2.2026656,-4.644751,5.985504,4
1560899185030000000,2.5091233,-4.213795,5.6886234,4
1560899185035000000,2.2984335,-4.213795,8.437167,4
1560899185040000000,1.0821792,-3.6104562,9.375694,4
1560899185045000000,0.641646,-4.050989,9.069236,4
1560899185050000000,-0.45010993,-4.9416323,8.983045,4
1560899185054000000,-2.2409728,-4.596867,9.126697,4
1560899185059000000,-3.821146,-3.466804,9.433155,4
1560899185064000000,-6.4068837,-2.6048915,8.762778,4
1560899185069000000,-10.199299,-2.2984335,9.423578,4
1560899185074000000,-15.313314,-2.4229321,10.668563,4
1560899185079000000,-15.849615,-2.4708161,11.013328,4
1560899185085000000,-15.437813,-2.2122424,11.779472,4
1560899185090000000,-14.54717,-1.5897499,11.750742,4
1560899185095000000,-13.9917145,-1.0151415,11.128249,4
1560899185100000000,-13.244724,-0.7565677,10.783484,4
1560899185104000000,-12.143391,-0.80445176,9.959879,4
1560899185109000000,-10.649409,-0.79487497,9.816227,4
1560899185114000000,-9.519346,-0.7757214,10.0269165,4
1560899185119000000,-8.054094,-0.5554548,10.5919485,4
1560899185124000000,-7.0485296,-0.4405331,11.252748,4
1560899185129000000,-6.291962,-0.29688102,11.798626,4
1560899185135000000,-6.3206925,-0.51714754,11.559206,4
1560899185140000000,-6.8091097,-1.283292,11.109096,4
1560899185145000000,-7.517793,-2.585738,11.042058,4
1560899185150000000,-9.289502,-2.2888567,9.892841,4
1560899185155000000,-9.902418,-2.2218192,9.174581,4
1560899185159000000,-10.563218,-2.72939,8.255207,4
1560899185164000000,-10.563218,-2.72939,8.255207,4
1560899185169000000,-10.7356,-3.7253778,6.799533,4
1560899185174000000,-10.563218,-3.6774938,7.038953,4
1560899185179000000,-11.808203,-3.620033,6.3302693,4
1560899185184000000,-12.545617,-4.10845,5.6407394,4
1560899185190000000,-11.070788,-4.5298295,5.046977,4
1560899185195000000,-9.184157,-4.606444,4.8841715,4
1560899185200000000,-8.42759,-4.673482,5.353435,4
1560899185205000000,-8.054094,-4.663905,6.7708025,4
1560899185209000000,-7.345411,-4.7979803,7.4986396,4
1560899185214000000,-6.081272,-4.596867,7.6135616,4
1560899185219000000,-5.2002063,-4.0701427,7.7189064,4
1560899185224000000,-5.171476,-3.4380736,7.52737,4
1560899185229000000,-5.5641246,-2.7389667,7.144298,4
1560899185234000000,-5.3725886,-2.2026656,6.646304,4
1560899185240000000,-5.3342814,-1.6950948,6.493075,4
1560899185245000000,-6.129156,-0.6607997,7.2687964,4
1560899185250000000,-7.086837,0.2777274,7.776367,4
1560899185255000000,-7.8146744,0.25857377,9.059659,4
1560899185260000000,-8.111555,-0.41180268,9.251195,4
1560899185264000000,-7.9391727,-0.8331822,8.312668,4
1560899185269000000,-7.5944076,-0.90979666,5.6120086,4
1560899185274000000,-5.6790466,-1.9249382,2.4133554,4
1560899185279000000,-2.4516625,-3.2752678,-0.1436521,4
1560899185284000000,-2.4420857,-2.1068976,-1.0630256,4
1560899185289000000,-2.930503,-1.3024458,-0.21068975,4
1560899185295000000,-2.0111294,-0.92895025,0.8523358,4
1560899185300000000,-0.641646,-1.0821792,3.5529952,4
1560899185305000000,-0.8810662,-0.8714894,6.9719152,4
1560899185310000000,-2.0590134,-0.15322891,10.314221,4
1560899185315000000,-3.016694,0.22026655,12.679692,4
1560899185319000000,-3.7732618,0.31603462,13.781025,4
1560899185324000000,-3.8977604,0.36391866,13.254301,4
1560899185329000000,-3.5242648,0.29688102,12.172121,4
1560899185334000000,-2.96881,0.23942018,11.089942,4
1560899185339000000,-1.4939818,-0.9576807,10.065224,4
1560899185344000000,-0.5267244,-1.1587936,9.615114,4
1560899185350000000,2.4995465,-5.1523223,8.992621,4
1560899185355000000,0.9959879,-3.2082303,6.445191,4
1560899185360000000,-0.61291564,-2.480393,3.217807,4
1560899185365000000,-1.9440918,-3.715801,1.3120226,4
1560899185369000000,-4.405331,-6.4260373,0.641646,4
1560899185374000000,-6.540959,-8.7053175,0.8810662,4
1560899185379000000,-8.599973,-10.0269165,1.5705963,4
1560899185384000000,-9.931149,-10.065224,1.7238252,4
1560899185389000000,-11.482592,-9.107543,1.6184803,4
1560899185394000000,-12.852075,-7.728483,1.2066777,4
1560899185400000000,-12.938266,-6.742072,0.8619126,4
1560899185405000000,-12.143391,-6.3111157,1.8291701,4
1560899185410000000,-10.04607,-7.2113357,2.5091233,4
1560899185415000000,-6.1387334,-8.465898,2.27928,4
1560899185420000000,-3.1028855,-7.431602,3.1986535,4
1560899185424000000,0.23942018,-6.3206925,3.715801,4
1560899185429000000,3.6966474,-5.985504,3.86903,4
1560899185434000000,6.7324953,-5.746084,4.1659107,4
1560899185439000000,8.418014,-4.3382936,4.7500963,4
1560899185445000000,8.724471,-3.4859576,5.2480903,4
1560899185450000000,6.4643445,-3.8881836,6.0716953,4
1560899185455000000,1.292869,-6.4260373,7.1347213,4
1560899185460000000,-1.8770541,-9.030929,8.159439,4
1560899185465000000,-4.7309427,-11.262324,8.465898,4
1560899185469000000,-7.9487495,-11.348516,7.5465236,4
1560899185474000000,-11.731588,-10.1226845,5.592855,4
1560899185479000000,-14.518439,-9.385271,3.6391866,4
1560899185484000000,-14.891934,-9.80665,1.8483237,4
1560899185489000000,-12.77546,-10.802638,0.94810385,4
1560899185494000000,-8.791509,-11.319786,1.541866,4
1560899185500000000,-3.466804,-9.385271,1.2641385,4
1560899185505000000,-1.9440918,-9.749189,-3.1794999,4
1560899185510000000,-1.685518,-7.297527,-1.0630256,4
1560899185515000000,-7.019799,-9.662998,-1.2737153,4
1560899185519000000,-3.1890767,-7.5944076,6.943185,4
1560899185524000000,-1.1587936,-8.963891,8.149862,4
1560899185529000000,-0.5267244,-9.615114,5.707777,4
1560899185534000000,-1.5131354,-10.084377,4.5298295,4
1560899185539000000,-2.5953147,-10.1226845,4.050989,4
1560899185544000000,-4.357447,-9.260772,3.2082303,4
1560899185550000000,-6.3589997,-8.676587,4.8267107,4
1560899185555000000,-7.7093296,-8.590396,5.755661,4
1560899185560000000,-7.393295,-8.714894,7.153875,4
1560899185565000000,-8.408437,-9.251195,8.418014,4
1560899185570000000,-8.389283,-10.113108,9.059659,4
1560899185575000000,-9.040505,-11.281479,10.113108,4
1560899185579000000,-9.595961,-12.239159,10.812215,4
1560899185584000000,-9.375694,-11.626244,10.67814,4
1560899185589000000,-8.8777,-9.749189,10.457873,4
1560899185594000000,-8.293514,-7.6231384,11.425131,4
1560899185599000000,-7.029376,-5.93762,12.344504,4
1560899185605000000,-6.4260373,-5.1523223,12.08593,4
1560899185610000000,-5.8705826,-5.535394,11.147403,4
1560899185615000000,-5.2768207,-6.196194,10.409989,4
1560899185620000000,-4.711789,-7.489063,9.576807,4
1560899185625000000,-4.213795,-9.078813,8.264784,4
1560899185629000000,-3.7732618,-9.595961,7.5465236,4
1560899185634000000,-4.5394063,-9.461885,6.9144545,4
1560899185639000000,-5.3247046,-9.346964,6.7229185,4
1560899185644000000,-6.1866174,-9.203311,6.9240313,4
1560899185649000000,-7.479486,-8.485051,6.7612257,4
1560899185654000000,-8.236053,-7.8146744,6.8761473,4
1560899185660000000,-8.944737,-6.1004257,10.486604,4
1560899185665000000,-8.944737,-6.1004257,10.486604,4
1560899185670000000,-7.5465236,-6.042965,10.783484,4
1560899185675000000,-7.5465236,-6.042965,10.783484,4
1560899185679000000,-7.5465236,-6.042965,10.783484,4
1560899185684000000,-7.5465236,-6.042965,10.783484,4
1560899185689000000,-5.6886234,-5.90889,10.362105,4
1560899185694000000,-3.4763808,-6.38773,9.576807,4
1560899185699000000,-1.6376339,-7.07726,8.226477,4
1560899185704000000,-0.8619126,-7.393295,7.144298,4
1560899185710000000,-0.6703765,-7.1634517,6.9240313,4
1560899185715000000,-0.32561144,-7.038953,6.349423,4
1560899185720000000,0.62249243,-7.603985,5.6886234,4
1560899185725000000,1.5514427,-7.651869,4.5202527,4
1560899185730000000,1.934515,-7.7093296,3.2369606,4
1560899185734000000,2.5091233,-8.073248,3.9360676,4
1560899185739000000,2.1643584,-8.628703,5.1523223,4
1560899185744000000,1.0342951,-8.7532015,5.9280434,4
1560899185749000000,-0.24899697,-8.504205,6.397307,4
1560899185754000000,-2.078167,-7.9391727,6.6846113,4
1560899185760000000,-3.169923,-7.9487495,7.240066,4
1560899185765000000,-3.9935284,-8.599973,6.646304,4
1560899185770000000,-4.76925,-9.3182335,5.6215854,4
1560899185775000000,-4.912902,-8.475474,4.501099,4
1560899185779000000,-5.0278234,-6.943185,3.667917,4
1560899185784000000,-5.142745,-5.9280434,2.2505496,4
1560899185789000000,-5.0374002,-5.985504,0.4213795,4
1560899185794000000,-4.7405195,-5.7843914,-0.7565677,4
1560899185799000000,-2.6623523,-4.960786,0.019153614,4
1560899185804000000,-1.6280571,-4.4340615,1.2258313,4
1560899185810000000,-0.4309563,-4.0701427,3.217807,4
1560899185815000000,-0.11492168,-3.9456444,5.1906295,4
1560899185820000000,-0.16280572,-3.8786068,6.7803793,4
1560899185825000000,-0.90021986,-4.0797195,7.967903,4
1560899185829000000,-1.8483237,-4.1946416,8.90643,4
1560899185834000000,-2.5953147,-4.3957543,8.887277,4
1560899185839000000,-3.1316159,-4.8458643,7.249643,4
1560899185844000000,-2.9400797,-5.2959743,7.776367,4
1560899185849000000,-1.9728222,-4.9799395,7.2687964,4
1560899185855000000,-1.4269443,-4.759673,4.2904096,4
1560899185860000000,-0.6703765,-4.6160207,0.8523358,4
1560899185865000000,0.5363012,-4.55856,0.02873042,4
1560899185870000000,1.1587936,-3.4093432,-0.009576807,4
1560899185875000000,2.2122424,-2.96881,-0.019153614,4
1560899185879000000,2.873042,-2.767697,0.6512229,4
1560899185884000000,2.834735,-2.5953147,0.63206923,4
1560899185889000000,1.436521,-2.825158,0.6607997,4
1560899185894000000,-0.20111294,-3.6008794,0.25857377,4
1560899185899000000,-2.3654714,-5.7843914,-0.4405331,4
1560899185904000000,-2.4708161,-8.0445175,0.29688102,4
1560899185910000000,-2.135628,-17.650055,19.268536,4
1560899185915000000,-3.4284968,-20.321983,16.472107,4
1560899185920000000,-1.8962077,-17.745823,8.0445175,4
1560899185925000000,-1.2066777,-16.836027,7.383718,4
1560899185929000000,-1.5705963,-13.934254,4.903325,4
1560899185934000000,-2.2409728,-11.36767,4.999093,4
1560899185939000000,-2.078167,-9.241618,5.93762,4
1560899185944000000,-1.3599066,-7.632715,6.2345014,4
1560899185949000000,-1.0534488,-6.6846113,6.445191,4
1560899185955000000,-1.292869,-6.3302693,6.3781533,4
1560899185960000000,-0.5554548,-5.6407394,6.3781533,4
1560899185965000000,-0.80445176,-5.7748146,6.981492,4
1560899185970000000,-0.9768343,-5.793968,7.153875,4
1560899185975000000,-0.9768343,-6.042965,7.2304893,4
1560899185979000000,-1.1109096,-6.38773,7.374141,4
1560899185984000000,-1.3024458,-6.8091097,7.575254,4
