,acc_phone_x,acc_phone_y,acc_phone_z,gyr_phone_x,gyr_phone_y,gyr_phone_z,labelCycling,labelRunning,labelSquats,labelLunges,labelJumpingjack,labelSkipping,mag_phone_x,mag_phone_y,mag_phone_z
2019-06-21 16:39:40.121,0.111053466797,-0.156683785575,-0.906640189035,-0.0551357664543,-0.106451799002,0.0210492828496,1,0,0,0,0,0,19.3063572475,17.8168356759,-554.218915667
2019-06-21 16:39:40.371,0.0440254211426,-0.202461242676,-0.94058227539,0.173605279613,-0.229860929084,-0.206028300488,1,0,0,0,0,0,20.840259552,19.4796161651,-554.482032776
2019-06-21 16:39:40.621,0.203660964966,0.010217666626,-0.990936279296,-1.16729672872,0.694242952975,-0.89560219944,1,0,0,0,0,0,20.8032608032,31.4760837555,-553.383171081
2019-06-21 16:39:40.871,0.366668701172,0.066419328962,-1.0813533238,-0.199088335714,-0.173544093485,0.00987127289654,1,0,0,0,0,0,21.8193838937,44.070412772,-544.48009382
2019-06-21 16:39:41.121,0.0333164760045,0.121745518276,-0.923847743443,0.185795052998,-0.613150915225,0.351779953956,1,0,0,0,0,0,16.6245989118,41.0675332206,-549.775294713
2019-06-21 16:39:41.371,0.332944869995,0.257326126099,-0.888048171997,-1.20172783963,1.82662291006,-0.0372356525712,1,0,0,0,0,0,21.1119194031,44.7046794891,-543.045516968
2019-06-21 16:39:41.621,0.757906232561,0.661178588867,-0.590205601284,-2.09278263444,1.65620930537,0.400805591876,1,0,0,0,0,0,31.9072505406,48.4373016358,-517.562962123
2019-06-21 16:39:41.871,0.727985927037,0.469948904855,-0.228853498187,-2.52262014431,1.09281422879,-0.265031894685,1,0,0,0,0,0,35.7112470354,38.0369044713,-497.072753907
2019-06-21 16:39:42.121,0.631944656372,0.842840194702,0.118963241577,0.642893745048,-0.199317134541,-1.4540106543,1,0,0,0,0,0,29.7763309479,44.9088668823,-490.780750275
2019-06-21 16:39:42.371,0.372724260603,0.855808803014,0.0039978027343,0.512282205177,-0.280058819181,-0.640371046683,1,0,0,0,0,0,23.14894104,55.4244297572,-494.656489781
2019-06-21 16:39:42.621,0.254983901978,1.02278327942,-0.0422134399416,-0.0260639914039,-0.439563226743,-0.0781370798039,1,0,0,0,0,0,20.6029891968,58.4462566376,-500.247882843
2019-06-21 16:39:42.871,0.217923845564,0.960970197404,-0.092280796596,0.00610868281812,-0.0713758369172,-0.117906130942,1,0,0,0,0,0,20.9505811419,58.3220629011,-501.300061907
2019-06-21 16:39:43.121,0.227308273315,0.932174682617,-0.0763740539551,-0.114506306204,0.19472804193,0.20276066841,1,0,0,0,0,0,19.7653026581,58.8953781128,-499.877696991
2019-06-21 16:39:43.371,0.35309273856,0.989532470702,-0.0472957066127,-0.099009062704,0.0582856012111,0.51995869093,1,0,0,0,0,0,23.8045436314,55.5323813302,-498.253949846
2019-06-21 16:39:43.621,0.42138671875,0.89459664481,0.0978110177176,-0.775781831108,0.689398739041,0.125493591022,1,0,0,0,0,0,24.1483917236,52.7523716518,-493.558981759
2019-06-21 16:39:43.871,0.427043914795,0.804830551148,0.27710723877,-0.456029119,0.291463873128,0.312268287828,1,0,0,0,0,0,23.9210281372,46.3599376678,-484.847358704
2019-06-21 16:39:44.121,0.537745884487,0.817735944475,0.304907662528,0.790784178432,-0.34405808033,-0.827358472991,1,0,0,0,0,0,23.8137381418,47.8168182373,-486.458478655
2019-06-21 16:39:44.371,0.126693725586,0.896390914916,-0.060697555542,0.824124653547,-1.25903850037,-1.51560737321,1,0,0,0,0,0,17.9273757935,58.1502914429,-497.340171814
2019-06-21 16:39:44.621,0.00247192382817,0.979544503347,-0.157475062779,0.191122478488,0.729142423569,0.494269192288,1,0,0,0,0,0,10.4558759417,63.2164241246,-503.982404436
2019-06-21 16:39:44.871,-0.00265284946996,0.96893964495,-0.257500784738,0.138422210896,-0.65898498285,-0.122671629441,1,0,0,0,0,0,13.1601039342,61.9804295131,-506.954616002
2019-06-21 16:39:45.121,0.0868206024171,0.90186882019,-0.208086013794,-0.237172737725,0.566271770877,0.524133039003,1,0,0,0,0,0,14.3602943421,61.0566883087,-505.257881165
2019-06-21 16:39:45.371,0.168661934989,0.999784197125,-0.145346505302,-0.264317140294,0.153128034254,0.128683068834,1,0,0,0,0,0,17.6051831926,59.0267508371,-502.36945016
2019-06-21 16:39:45.621,0.261331558227,0.947296142578,-0.178030014038,-0.177593196898,0.863219425587,0.114706609207,1,0,0,0,0,0,19.5339469909,56.5772609711,-499.613357544
