,acc_phone_x,acc_phone_y,acc_phone_z,gyr_phone_x,gyr_phone_y,gyr_phone_z,labelCycling,labelRunning,labelSquats,labelLunges,labelJumpingjack,labelSkipping,mag_phone_x,mag_phone_y,mag_phone_z,pca_1,pca_2,pca_3,pca_4,pca_5
2019-06-21 16:39:46.121,0.26920196109,1.09047154936,-0.0947088791261,0.0777199327789,0.335425456868,-0.385153461297,1,0,0,0,0,0,16.3229614486,56.6709356655,-493.088022553,-0.328346339667,0.0336068321983,0.171000557419,0.0247980624206,-0.0470477698108
2019-06-21 16:39:46.371,0.142486936155,1.29962177337,-0.0629147377542,-0.647807958867,-0.273088194375,-0.6575977705,1,0,0,0,0,0,16.7506034926,61.6703502771,-489.07852444,-0.399053751567,0.0652229764678,0.145418209297,0.0353019117532,-0.0595009257428
2019-06-21 16:39:46.621,-0.168738055391,1.04261206183,0.0404174056712,-1.36654225093,0.970108000665,-1.93940366678,1,0,0,0,0,0,-1.69994781142,56.5350353293,-477.367992864,-0.317989008075,0.247588152642,0.214578797232,0.161047852898,-0.270153323383
2019-06-21 16:39:46.871,-0.403104371263,0.723330149847,0.097011252014,1.06167711819,0.703853363456,-1.56541603309,1,0,0,0,0,0,-30.2922398341,47.2159542169,-474.764842678,-0.138171717168,0.469787940159,0.273265663696,-0.0158725416014,-0.233752055178
2019-06-21 16:39:47.121,-0.677249441498,0.74771577477,0.136829182861,4.25398701141,-1.23794552815,0.462659228408,1,0,0,0,0,0,-36.3728912086,55.6063957123,-494.54789024,-0.0949872227279,0.444038239344,0.164711663129,-0.351388869189,0.0718424614952
2019-06-21 16:39:47.371,-0.808714239145,0.590768565641,-0.131504696724,3.92029803434,-0.15563601941,0.570208074952,1,0,0,0,0,0,-26.5165651126,61.1982885483,-527.151278981,0.0299418755634,0.199729634435,-0.0270884825874,-0.294015302383,0.0564413956061
2019-06-21 16:39:47.621,-0.596174871948,0.193899819033,-0.705712827246,1.71285210197,1.1715040776,0.0616430361499,1,0,0,0,0,0,-16.7747592462,44.4273581552,-553.298103207,0.309175054845,-0.0525462307737,-0.112204969492,-0.0857295113493,-0.028494075436
2019-06-21 16:39:47.871,-0.429044576627,0.0453119496968,-0.963494195122,0.0515864918808,0.274476966014,0.766374510632,1,0,0,0,0,0,-8.52866475867,31.1709747095,-561.346799338,0.419453699412,-0.17984811645,-0.0990684527799,-0.00666200539239,0.107928705712
2019-06-21 16:39:48.121,-0.346391256672,0.125692027031,-0.916925070824,-1.2883692642,0.58520481181,0.552353658423,1,0,0,0,0,0,-3.29971342194,38.5741429605,-557.086808097,0.33799975652,-0.19326524818,-0.115684611405,0.11007100892,0.077686049221
2019-06-21 16:39:48.371,-0.174415085774,0.452744494006,-0.761673057499,-1.98500917189,0.812823202096,-0.183506472534,1,0,0,0,0,0,3.86959852679,54.7191989799,-545.493590139,0.133632252856,-0.164156240374,-0.137389032635,0.162177897508,-0.0215372939008
2019-06-21 16:39:48.621,-0.0891986704377,0.892684148774,-0.447053349768,-1.36065950597,-0.280126919051,0.0768675901504,1,0,0,0,0,0,9.84055487889,64.9127300126,-529.093184848,-0.111582759921,-0.0942664272316,-0.0904536596627,0.0659091697798,0.0407852843959
2019-06-21 16:39:48.871,-0.109830130023,1.01465042809,-0.282342784782,-0.183872563702,0.0452028109386,0.201394722177,1,0,0,0,0,0,7.89920653656,65.8485988766,-521.343684411,-0.183101505049,-0.031550083383,-0.0491959888665,0.00818407763352,0.037313807122
2019-06-21 16:39:49.121,-0.104634399256,0.988559834116,-0.349370503564,0.515128570327,0.505430924547,-0.179572643153,1,0,0,0,0,0,7.40291024977,65.4319885806,-524.106290376,-0.154015575531,-0.0432926890723,-0.0617531143147,-0.0301828601382,-0.0289632287515
2019-06-21 16:39:49.371,-0.0693872168951,0.926230011804,-0.484361212194,0.816864974755,-0.424383040241,0.0254574053683,1,0,0,0,0,0,8.56781982625,64.5359872078,-529.685641918,-0.104892747457,-0.0817456402049,-0.078032084694,-0.113748746375,0.029812557882
2019-06-21 16:39:49.621,-0.113700195824,0.697106301022,-0.686393454096,1.01759526535,-0.934492921196,0.393118723053,1,0,0,0,0,0,4.48467116673,59.5080188583,-540.428065532,0.0374095446319,-0.117188215153,-0.107264589461,-0.161896107304,0.0959711702295
2019-06-21 16:39:49.871,-0.287209280844,0.509774238402,-0.82272525046,1.35127691812,-0.58696918239,-0.203176398661,1,0,0,0,0,0,-0.292400350836,50.7851989418,-551.802339762,0.182024968604,-0.152649900364,-0.131096238885,-0.184998288532,0.00458957942566
2019-06-21 16:39:50.121,-0.390574202154,0.236499761754,-0.850239108047,1.25859945335,0.119679090248,-0.492031140191,1,0,0,0,0,0,-2.72507237298,36.5290758862,-557.675380447,0.312087339215,-0.190365738754,-0.0837103472478,-0.133517878633,-0.0583095760356
2019-06-21 16:39:50.371,-0.331834964434,0.00602975702467,-0.860582159444,-0.574401939072,0.817545991141,0.105913665716,1,0,0,0,0,0,0.923977728474,30.1025348151,-559.570207566,0.366751828442,-0.251341167998,-0.0560027720986,0.0679549169002,0.00613089956127
2019-06-21 16:39:50.621,-0.207052910583,0.424429041873,-0.812970825149,-2.21408935431,0.923318083534,-0.241750450808,1,0,0,0,0,0,9.79843795817,45.3419961347,-549.934116097,0.171805002005,-0.243937740751,-0.114710281627,0.184456586453,-0.0304100031367
2019-06-21 16:39:50.871,-0.0473614179881,0.944614694339,-0.691180268683,-0.957119318366,0.462547326832,-0.580289503035,1,0,0,0,0,0,13.0212956689,61.6011917386,-532.779266966,-0.0632402447216,-0.141783977207,-0.120731307478,0.0511674591557,-0.0624739642002
2019-06-21 16:39:51.121,-0.00237556405025,0.845986917757,-0.638577589428,0.890984730045,-0.303202648028,0.116449888472,1,0,0,0,0,0,11.6047672724,62.1538823718,-531.237964572,-0.0639566243653,-0.121650878188,-0.0728658565646,-0.11626514818,0.0433667253338
2019-06-21 16:39:51.371,-0.16657933389,0.574515433291,-0.754933174152,1.35848258338,-0.794234943053,-0.142286935326,1,0,0,0,0,0,8.34125948889,55.4319849824,-544.943448447,0.0822995972558,-0.180103949408,-0.0908758708247,-0.192546547294,0.0216650047073
2019-06-21 16:39:51.621,-0.34707956188,0.312309219082,-0.842400529851,1.3389269789,-0.499436887485,-0.593846631254,1,0,0,0,0,0,0.0750104129808,43.3082415728,-555.680646797,0.25478285197,-0.191383483211,-0.0952517142786,-0.18227819582,-0.050438622931
2019-06-21 16:39:51.871,-0.383363252441,0.0338868386326,-0.8196743901,-0.130132851866,0.298613905148,-0.0144269622587,1,0,0,0,0,0,-3.09264007124,34.5634786263,-559.81040719,0.355486174534,-0.212287451065,-0.074784633685,-0.000498038259269,0.00270444729566
2019-06-21 16:39:52.121,-0.261600144524,0.265267561268,-0.829597076631,-2.08079659853,0.914914992624,-0.0583932034794,1,0,0,0,0,0,2.94662908659,44.7930430791,-554.050387693,0.243892564185,-0.217341416027,-0.129652127133,0.1780986638,-0.00929385165136
2019-06-21 16:39:52.371,-0.0764703619698,0.778612494544,-0.760857848895,-1.29401427616,0.479433934095,-0.24218843041,1,0,0,0,0,0,6.84994669581,59.9779329886,-539.325906988,0.0295317617534,-0.135061649396,-0.153066261443,0.0818602732345,-0.0184976284177
2019-06-21 16:39:52.621,-0.00786707632677,0.850219046483,-0.675864408158,0.763131233703,-0.68107284025,0.290742286808,1,0,0,0,0,0,6.33617987591,61.5852517769,-536.401662948,-0.0160464379814,-0.104106584773,-0.114893953463,-0.130676382893,0.077107514383
2019-06-21 16:39:52.871,-0.141482662495,0.602161255212,-0.782641735263,1.62172340732,-1.02395371556,0.103425014842,1,0,0,0,0,0,2.55520099771,52.7568943767,-548.387653581,0.128365595811,-0.150493494994,-0.116415711746,-0.224461216587,0.0580965282582
2019-06-21 16:39:53.121,-0.356041755058,0.248624725198,-0.863056915811,1.30040222662,-0.333315286205,-0.275394762312,1,0,0,0,0,0,-4.75794115094,37.7083820346,-556.946924783,0.313450568794,-0.167784008886,-0.088339101174,-0.16037528321,-0.0154034268187
2019-06-21 16:39:53.371,-0.403729924379,0.0114115063673,-0.843094195309,-0.626569301256,0.487773332366,0.259084526944,1,0,0,0,0,0,-6.16344344438,30.2002908325,-559.560434119,0.392021609818,-0.193230451911,-0.0713725542112,0.0562641276472,0.0343123507512
2019-06-21 16:39:53.621,-0.243445501577,0.393606098051,-0.824913676754,-2.12138781663,0.848614760568,0.360142736089,1,0,0,0,0,0,1.48940526571,43.4906154072,-554.140564355,0.234534901764,-0.200563858849,-0.148335099567,0.183646471525,0.0470935556413
2019-06-21 16:39:53.871,-0.0895870392144,0.873195962754,-0.724038573913,-0.892773879398,0.402412590456,-0.116279801876,1,0,0,0,0,0,7.44762676539,57.8300459358,-540.612268201,0.0174174407336,-0.141747694396,-0.155991219807,0.0487921328737,-0.00310752037701
2019-06-21 16:39:54.121,-0.0657725220035,0.781268500267,-0.703056998694,0.668578836315,-0.430648381204,-0.0448807500311,1,0,0,0,0,0,6.96157509577,58.645568935,-538.969398935,0.0169545904387,-0.128700375904,-0.110871837418,-0.115460437912,0.0256451031561
2019-06-21 16:39:54.371,-0.195693040699,0.524520089051,-0.811025481213,1.40388452453,-0.721395128912,-0.187295993572,1,0,0,0,0,0,2.02841344534,52.2745382388,-549.649234283,0.154639303236,-0.158242998737,-0.118428863512,-0.195817841186,0.0117618365246
2019-06-21 16:39:54.621,-0.374527642481,0.19741203747,-0.802964148049,1.31828306251,-0.273102794061,-0.462762305788,1,0,0,0,0,0,-5.04711059184,37.6822094267,-557.046157977,0.312257231065,-0.16802622577,-0.0761776100282,-0.157756795356,-0.0442733562272
2019-06-21 16:39:54.871,-0.369078970957,0.0174800593923,-0.805463651074,-0.939545143011,0.482489172124,0.091390546243,1,0,0,0,0,0,-5.62564348704,31.5808529528,-559.572006243,0.377723649977,-0.196152303367,-0.0757271899943,0.0775873401564,0.0127951514931
2019-06-21 16:39:55.121,-0.214841268534,0.500319935777,-0.841775260471,-2.19454846459,0.837012336259,0.213973567493,1,0,0,0,0,0,2.10847533823,47.7581449589,-550.864435751,0.192235530728,-0.180891913022,-0.162749704526,0.182339451534,0.0308169355191
2019-06-21 16:39:55.371,-0.0921027700017,0.880377575379,-0.702181024024,-0.409172519555,0.257865575945,-0.113917865219,1,0,0,0,0,0,7.11287436225,60.4751533015,-537.457184211,-0.00771222495657,-0.119757457744,-0.141967639981,0.00494387468235,-5.34533202054e-07
2019-06-21 16:39:55.621,-0.0776037802954,0.728484431806,-0.66611278665,0.917478919696,-0.561027876014,0.0402255081106,1,0,0,0,0,0,6.10096063229,59.2559553678,-539.897395036,0.0222604918286,-0.127176089061,-0.105548633562,-0.138373379186,0.0380677177464
2019-06-21 16:39:55.871,-0.242001807942,0.506955161786,-0.817915817981,1.45138981282,-0.628473278866,-0.355885449127,1,0,0,0,0,0,0.905890145124,50.9376445455,-550.569922706,0.17154468655,-0.156010681666,-0.1190595599,-0.197267416298,-0.013997697114
2019-06-21 16:39:56.121,-0.409257252529,0.120340824545,-0.839882227763,1.03151681219,-0.0892797140058,-0.472957664252,1,0,0,0,0,0,-5.50590810545,36.4045319778,-557.76890032,0.340406243881,-0.174314231516,-0.0733831974242,-0.124856687769,-0.0493259466709
2019-06-21 16:39:56.371,-0.354984429199,0.0861629365157,-0.828600274278,-1.45725470597,0.667088925904,0.193145298676,1,0,0,0,0,0,-2.74795842142,37.1629657274,-558.317807004,0.335787919692,-0.206356450383,-0.103139010567,0.125781501049,0.0251435756004
2019-06-21 16:39:56.621,-0.20030159261,0.654489747409,-0.818697752887,-2.00939296984,1.05564102086,-0.0932721886639,1,0,0,0,0,0,5.97128318004,54.3478272883,-544.721566998,0.103507425253,-0.16868157,-0.164185483873,0.17338751181,-0.014516495971
2019-06-21 16:39:56.871,-0.0862082756345,0.847535271415,-0.71872613478,-0.0643050917799,0.338125228981,-0.292023421752,1,0,0,0,0,0,8.59582031005,62.6899289733,-532.719313343,-0.0308167852525,-0.108469382493,-0.113796951702,-0.0182598301229,-0.0247589236987
2019-06-21 16:39:57.121,-0.117145941802,0.688095201751,-0.735803107539,1.03023463414,-0.550170059641,-0.132874383241,1,0,0,0,0,0,6.1199359948,62.0751556311,-537.487543564,0.0222347923666,-0.1159821714,-0.102008072376,-0.152217779798,0.0181059262798
2019-06-21 16:39:57.371,-0.312322022169,0.413752571424,-0.806588488232,1.48920204266,-0.414026933029,-0.754799539655,1,0,0,0,0,0,-0.549469626083,52.7954987158,-548.299962845,0.175794795209,-0.137006062699,-0.10304112407,-0.192005279457,-0.0732540276313
2019-06-21 16:39:57.621,-0.404571443422,-0.00714019476027,-0.815686035413,0.178435711044,0.26799603367,-0.497661965769,1,0,0,0,0,0,-6.16760843301,42.0335128623,-556.745633315,0.336225663972,-0.167789785341,-0.0829105552829,-0.0361501340283,-0.0603584332429
2019-06-21 16:39:57.871,-0.30699290402,0.253976995493,-0.817304616594,-2.14414536171,0.956440246968,0.179153032269,1,0,0,0,0,0,-1.06441650362,50.3867243038,-550.952163902,0.229488122981,-0.166093468846,-0.143318794086,0.190851804153,0.0207132472203
2019-06-21 16:39:58.121,-0.176209256552,0.866227849507,-0.73524713541,-1.44117932349,1.10131491943,-0.163538549084,1,0,0,0,0,0,6.51035948666,63.7311765025,-530.791543433,-0.0287998427827,-0.0853778737129,-0.139657168121,0.135416376632,-0.0255189169293
2019-06-21 16:39:58.371,-0.105511398239,0.853358130188,-0.740486343433,0.669723817422,0.214575179197,-0.572522130965,1,0,0,0,0,0,6.08334277803,67.3530245443,-523.562400357,-0.0668683839919,-0.0387590086654,-0.0804971634548,-0.0848518112115,-0.0575455268142
2019-06-21 16:39:58.621,-0.20097408709,0.510384943251,-0.839974343666,1.67453164925,-0.566232589006,-1.05500500912,1,0,0,0,0,0,-3.12856987783,64.1838853083,-535.009805829,0.0906213688622,-0.0373808298762,-0.0933624327558,-0.221744910959,-0.102964911262
2019-06-21 16:39:58.871,-0.372174158565,0.117998383836,-0.814753535839,1.10681122664,-0.227170947884,-0.829207854195,1,0,0,0,0,0,-15.4081906588,52.2799088989,-548.456869332,0.288635939933,-0.0357210964738,-0.102534823208,-0.14576024009,-0.0912863710487
2019-06-21 16:39:59.121,-0.379040268838,0.0522665100736,-0.827287808683,-1.42943859907,0.624812062043,0.10570148212,1,0,0,0,0,0,-17.409150184,49.5754687102,-550.906885954,0.332486802786,-0.0441024923085,-0.141225598376,0.119823943479,0.014166535734
2019-06-21 16:39:59.371,-0.229520574098,0.559081190074,-0.808905415651,-2.21843210265,0.915009715498,-0.0367772779489,1,0,0,0,0,0,-11.7691846887,61.5346048164,-536.077840241,0.135850514254,0.0162365651859,-0.175481090693,0.188002376762,-0.00379890127798
2019-06-21 16:39:59.621,-0.110863481672,0.875603201527,-0.724166916532,-0.0291310471786,0.115539295748,-0.248825281471,1,0,0,0,0,0,-11.1030447391,67.7400034826,-523.547958803,-0.000663377605581,0.0994961193075,-0.134951693797,-0.0298690315194,-0.0143445604956
2019-06-21 16:39:59.871,-0.174347313467,0.692133779425,-0.806002218685,1.60630407238,-0.74713155269,-0.487214290203,1,0,0,0,0,0,-15.6309059192,64.8410008059,-530.050267708,0.0901374211365,0.096964518348,-0.12457735737,-0.214777650685,-0.02577346963
2019-06-21 16:40:00.121,-0.330404133495,0.232206953318,-0.820715268251,1.60616633812,-0.493345333118,-0.960117325901,1,0,0,0,0,0,-24.6449415486,52.479136872,-542.262718737,0.28846867837,0.0753040523908,-0.101512281223,-0.201332879302,-0.102749461467
2019-06-21 16:40:00.371,-0.370946065769,-0.0523030695303,-0.793835586468,-0.317125123397,0.242936940942,0.127224115031,1,0,0,0,0,0,-29.9431565262,42.9291650336,-548.133373306,0.407621845574,0.0615200856273,-0.0976363797411,0.021680463746,0.0195991523262
2019-06-21 16:40:00.621,-0.286202274592,0.371272398937,-0.843518471302,-2.1296183855,0.581685073673,0.778669792836,1,0,0,0,0,0,-23.3931158001,53.3515303472,-541.008936558,0.26533456539,0.0694358903774,-0.174384729851,0.181592184841,0.109010480919
2019-06-21 16:40:00.871,-0.15836376539,0.846977307815,-0.715732606357,-0.881181254171,0.246660128247,0.0412340068569,1,0,0,0,0,0,-16.99350608,65.0350696584,-527.136179446,0.0508512010441,0.123827504525,-0.165749158003,0.0494509466595,0.0199176273134
2019-06-21 16:40:01.121,-0.146548430851,0.78026148978,-0.711873608598,1.12960573547,-0.539953215646,-0.141245335805,1,0,0,0,0,0,-17.9509508111,65.5679674653,-527.229734494,0.0582350228369,0.133837892511,-0.130217525862,-0.154264293136,0.0118584499568
2019-06-21 16:40:01.371,-0.309092141231,0.412304089932,-0.850882300976,1.84991908383,-0.665854903739,-0.463297937752,1,0,0,0,0,0,-23.486217462,56.6505294872,-539.170312691,0.234883201562,0.094299234769,-0.124118347254,-0.225855116272,-0.0304281096877
2019-06-21 16:40:01.621,-0.390117342112,-0.0310706637378,-0.78983663888,0.72022904145,0.0300761940116,-0.233116117791,1,0,0,0,0,0,-29.1939328578,41.8005481653,-549.186941606,0.406451272266,0.0530057075543,-0.0852690003186,-0.0786296141509,-0.0257946754461
2019-06-21 16:40:01.871,-0.304413490349,0.104168346307,-0.811774016987,-1.84645992218,0.491017342373,0.639365721498,1,0,0,0,0,0,-25.5778855035,45.4984388883,-548.666638261,0.363707941142,0.0307683835336,-0.145057970017,0.158083181477,0.0875614934796
2019-06-21 16:40:02.121,-0.183655559288,0.676171503558,-0.797937144393,-1.91690156346,0.326361778981,0.29360094688,1,0,0,0,0,0,-17.5408543089,62.4786265139,-534.117094578,0.128850118327,0.0808593530223,-0.191269480194,0.135203649644,0.0555797248802
2019-06-21 16:40:02.371,-0.126160951594,0.80248513828,-0.665466729472,0.351399068446,-0.348215991717,0.0218914025874,1,0,0,0,0,0,-15.6190015157,67.3474898325,-525.689651192,0.0262954184816,0.123918091888,-0.132635146695,-0.0777052601302,0.0301703068619
2019-06-21 16:40:02.621,-0.25383738622,0.630231876285,-0.799670506008,1.75701889761,-0.846052695501,-0.155049070739,1,0,0,0,0,0,-19.0819705538,62.4686840556,-534.971064722,0.138010768126,0.0963853055477,-0.139887656305,-0.225773484326,0.0173488943645
2019-06-21 16:40:02.871,-0.408769983588,0.224416591179,-0.874099352586,1.67722143537,-0.363137629792,-0.426149603742,1,0,0,0,0,0,-26.0138831637,48.3274360065,-547.388389053,0.337546622822,0.0568125338457,-0.122982177692,-0.192001312625,-0.0376114066535
2019-06-21 16:40:03.121,-0.375342501067,-0.0848745221127,-0.792557606848,-0.595624247595,0.414504728822,0.504421298626,1,0,0,0,0,0,-26.8974683252,40.9419102586,-552.819204501,0.423211174679,0.0103883597767,-0.108956321136,0.0596001282576,0.0640356548192
2019-06-21 16:40:03.371,-0.266560953497,0.420269427877,-0.817376861947,-2.14564713996,0.459633625821,0.666891354166,1,0,0,0,0,0,-18.3837959695,56.0992345944,-543.70097803,0.231182495665,0.0220560836979,-0.190575104941,0.170039794222,0.0982822555439
2019-06-21 16:40:03.621,-0.169822669207,0.906649403366,-0.744339771249,-0.350967772699,-0.222004552932,0.197728320612,1,0,0,0,0,0,-13.099785139,67.434886744,-530.075756997,0.0301284246954,0.0857051000721,-0.182926888261,-0.0222850575793,0.0545882891483
2019-06-21 16:40:03.871,-0.184200284041,0.774876088885,-0.726169705465,1.40962539426,-0.87065594215,0.338255430773,1,0,0,0,0,0,-13.1556164198,65.224768456,-533.733880033,0.0635881494703,0.0650510976417,-0.14827916163,-0.190748806737,0.0839778453467
2019-06-21 16:40:04.121,-0.34594742905,0.424937734402,-0.815435326394,1.8510461096,-0.612491888257,-0.264672933576,1,0,0,0,0,0,-16.3445452745,54.9582006626,-546.850651403,0.228833451957,-0.000139766395362,-0.141370590649,-0.22183182332,-0.00780774976047
2019-06-21 16:40:04.371,-0.410209689859,-0.0109109021343,-0.795568716312,0.740297248373,0.188488789641,-0.0863512547218,1,0,0,0,0,0,-20.17034654,39.4100676009,-556.192909674,0.399029887017,-0.0542315090728,-0.0969283928999,-0.0723681548715,-0.0112392097157
2019-06-21 16:40:04.621,-0.329338094408,0.13292943164,-0.834509150381,-1.74798847781,0.508570737747,0.722694149395,1,0,0,0,0,0,-15.4305880919,43.6030735962,-555.21644624,0.349575861188,-0.0820711350548,-0.153754030815,0.147539285511,0.0990821377273
2019-06-21 16:40:04.871,-0.223720006788,0.735289282946,-0.796966771087,-1.61912684358,0.130410392475,0.318722818084,1,0,0,0,0,0,-7.47890133227,61.1994702015,-540.844185549,0.103979469609,-0.0288428915532,-0.201392698676,0.0954277531421,0.0645201122819
2019-06-21 16:40:05.121,-0.170801715808,0.793955892575,-0.674296891982,0.579218479768,-0.564877394415,0.313837188782,1,0,0,0,0,0,-5.36730745453,65.1846531871,-535.173403111,0.0252199271906,-0.00489028590661,-0.146375753556,-0.108213156744,0.0745786748704
2019-06-21 16:40:05.371,-0.285449985708,0.556071898922,-0.754393205461,1.71099524951,-0.703740919951,0.0644750837226,1,0,0,0,0,0,-6.9876774361,58.0172017218,-545.85977708,0.143510934652,-0.0601106434261,-0.139358946074,-0.210830178971,0.0399134781696
